seed,n_train_catalysts,n_train_samples,n_test_samples,cv_mae_mean,train_r2,train_mae,train_rmse,test_r2,test_mae,test_rmse,hp_n_estimators,hp_learning_rate,hp_max_depth,hp_subsample,hp_colsample_bytree,hp_reg_alpha,hp_reg_lambda,hp_gamma,hp_min_child_weight,ranking_top_3_accuracy,ranking_spearman_corr
46,10,2160,2160,7.803718121490546,0.9998517081198304,0.0883642108016862,0.0016461330750645,-1.3538592802896146,16.962066529547727,0.196403004879283,100,0.3,10,0.9,0.8,0.0,1.0,0.0,2,0.0,-0.3343480490240355
39,10,2160,2159,10.259117010964289,0.836504464090692,3.3094462946609218,0.0505210375504884,-0.0660615249263947,11.64725696436505,0.1441871496791134,100,0.02,6,0.7,0.6,0.0,0.5,0.0,1,0.3333333333333333,-0.1272727272727272
50,10,2160,2160,10.73350271931401,-6.3905411138431845e-06,10.331187796416105,0.1256137757345994,-0.1968123917260666,10.88198790938766,0.1287885390343602,100,0.3,10,0.7,0.6,0.0,2.0,10.0,3,0.0,0.0
41,10,2160,2160,15.08622612317403,0.7586207560788883,4.203771917237814,0.0793394576596773,0.1679364445529777,9.082817573591516,0.1144527410693976,350,0.02,6,0.9,0.6,0.5,2.0,0.0,3,0.3333333333333333,0.1945297739776207
62,10,2160,2160,12.119075651301278,0.8987742335565294,2.3206502939774483,0.0496991095468439,-0.4844815623123359,10.963447181560374,0.1445422638506637,700,0.02,10,0.7,0.6,0.5,0.5,0.0,1,0.3333333333333333,0.5030303030303029
40,10,2160,2160,11.039665455464965,0.7629621082497515,3.525822424709935,0.0705298850464638,-0.1042956244801096,11.31411933121858,0.1338970191904386,350,0.02,10,0.7,0.6,0.5,2.0,0.0,2,0.3333333333333333,0.2606060606060606
28,10,2160,2160,10.322650680762752,0.913540562590339,1.8087745521485583,0.0407125081744655,-0.6898254968021718,13.092668879186665,0.1629099143310012,100,0.1,6,0.9,0.6,0.0,0.5,0.0,2,0.3333333333333333,-0.3212121212121211
45,10,2160,2160,8.181320101155174,0.7521263662487959,3.076442258137244,0.0588002200110906,-0.1356030194583324,12.564566232716595,0.1452437709147935,350,0.02,6,0.9,0.6,0.5,2.0,0.0,3,0.3333333333333333,-0.2848484848484848
6,10,2160,2160,13.837314010196264,-2.7009802481270384e-06,13.485268094804551,0.1565559037511614,-0.0222038492320364,12.638741385848434,0.1509498302395291,350,0.02,6,0.7,0.8,0.0,2.0,10.0,1,0.0,0.0
37,10,2160,2160,10.988395419032486,0.8627038430845069,2.428829512274651,0.0528170403711099,-0.1900684804572949,12.082911252489795,0.146220575921136,700,0.05,10,0.9,0.6,0.5,1.0,0.0,1,0.3333333333333333,-0.103030303030303
