seed,n_train_catalysts,n_train_samples,n_test_samples,cv_mae_mean,train_r2,train_mae,train_rmse,test_r2,test_mae,test_rmse,hp_n_estimators,hp_learning_rate,hp_max_depth,hp_subsample,hp_colsample_bytree,hp_reg_alpha,hp_reg_lambda,hp_gamma,hp_min_child_weight,ranking_top_3_accuracy,ranking_spearman_corr
8,10,2160,2160,9.032761979721212,0.2158882696924502,6.778778235382504,0.1008074022715838,-0.4739644571650827,10.996633819297507,0.1392431512202601,100,0.02,6,0.7,0.6,0.0,2.0,10.0,2,0.3333333333333333,-0.3497195779097137
5,10,2160,2160,10.870402492202292,0.9999249543830404,0.0770552379109776,0.0011486401018606,-0.3377783494168638,12.147149002231329,0.1617489147621785,700,0.3,6,0.7,0.6,0.0,0.5,0.0,1,0.3333333333333333,-0.0545454545454545
2,10,2159,2160,3.847343631087172,-2.945537674303722e-05,3.6576833075646618,0.0541020492645507,-0.8068426541025375,13.984084882029782,0.1895616385993424,350,0.3,10,0.7,0.6,0.5,2.0,10.0,1,0.0,0.0
9,10,2160,2160,10.742086658124572,0.197240928516266,8.665086505148146,0.1020163159544748,0.1200884061453875,9.728356161647373,0.1200317434585501,350,0.1,10,0.7,0.6,0.0,1.0,10.0,3,1.0,0.4633410831661633
3,10,2159,2160,7.089772597885812,-1.8538502278619973e-05,6.866095942399633,0.0926633247892582,-0.0809162556668015,10.18807225456944,0.1432684954098844,700,0.3,10,0.7,0.8,0.0,1.0,10.0,3,0.0,0.0
6,10,2160,2160,9.35731665001975,0.3603763293715316,7.681295288138919,0.1049707933698839,0.0934028380816526,12.1729126379225,0.148898975548142,350,0.3,6,0.9,0.6,0.0,0.5,10.0,1,0.3333333333333333,0.5205792062953536
15,10,2160,2160,4.414235958708462,0.8372504409489065,1.4596821993990847,0.0261130330036983,-0.6749801607605577,14.790648593285416,0.1995446445902796,100,0.1,6,0.7,0.6,0.5,1.0,0.0,2,0.0,0.1636363636363636
4,10,2160,2160,11.028404962574996,0.1422180127323349,9.660941152749238,0.1264789095710329,0.022043417090812,12.940374966903969,0.1510180262045264,350,0.3,10,0.9,0.6,0.5,1.0,10.0,2,0.6666666666666666,0.493829164658431
14,10,2160,2160,6.10708877545816,-1.6372865571767647e-05,5.436734492425566,0.0743250616699294,-0.001587516841943,6.8861178364577125,0.090897003822355,100,0.3,6,0.9,0.6,0.5,0.5,10.0,3,0.0,0.0
10,10,2160,2160,15.573959981070624,0.1278409179204066,12.211766181521943,0.1459454948897448,0.0869052174029612,11.772285830886275,0.134702981385108,100,0.02,10,0.7,0.6,0.5,0.5,10.0,1,0.6666666666666666,0.4692162648318695
