model_type,feature_set,augmentation,n_train_catalysts,n_val_catalysts,n_test_catalysts,seed,r2,mae,mse,training_time,val_loss_0,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6,val_loss_7,val_loss_8,val_loss_9,val_loss_10,val_loss_11,val_loss_12,val_loss_13,val_loss_14,val_loss_15,val_loss_16,val_loss_17,val_loss_18,val_loss_19,val_loss_20,val_loss_21,val_loss_22,val_loss_23,val_loss_24,mae_0,mae_1,mae_2,mae_3,mae_4,mae_5,mae_6,mae_7,mae_8,mae_9,mae_10,mae_11,mae_12,mae_13,mae_14,mae_15,mae_16,mae_17,mae_18,mae_19,mae_20,mae_21,mae_22,mae_23,mae_24,mse_0,mse_1,mse_2,mse_3,mse_4,mse_5,mse_6,mse_7,mse_8,mse_9,mse_10,mse_11,mse_12,mse_13,mse_14,mse_15,mse_16,mse_17,mse_18,mse_19,mse_20,mse_21,mse_22,mse_23,mse_24,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,r2_17,r2_18,r2_19,r2_20,r2_21,r2_22,r2_23,r2_24,timing_0,timing_1,timing_2,timing_3,timing_4,timing_5,timing_6,timing_7,timing_8,timing_9,timing_10,timing_11,timing_12,timing_13,timing_14,timing_15,timing_16,timing_17,timing_18,timing_19,timing_20,timing_21,timing_22,timing_23,timing_24
neural_network,base+atom_numbers+support,no,39,10,10,218,0.2828827,2.1672015,9.127798,22.9835269451141,6.96964740753174,5.73288981119792,7.17878565788269,7.52006316184998,5.33635973930359,5.59360456466675,7.42957735061646,5.55987564722697,5.6473466873169,6.69169576962789,5.82567901611328,5.9213007291158,6.12053402264913,7.32608489990234,5.79054276148478,7.34988037745158,5.78872966766357,5.86142730712891,5.77446508407593,7.46310504277547,7.81054553985596,5.89552783966064,6.10352508227031,5.62814626693726,8.18770580291748,2.4010506,1.9898492,1.9786589,2.5335016,2.1672015,2.0666237,2.542856,2.0167818,2.1185179,1.8390175,1.9943427,2.0320141,1.8925008,2.1142962,1.9742427,2.585558,1.9578308,2.0228958,2.0178747,2.4950652,2.481124,2.0442452,1.8904717,2.076774,2.1998928,11.401603,8.085957,7.543868,12.375776,9.127798,8.650806,12.617101,8.235428,9.185463,7.2406693,7.7305827,8.221592,6.9218316,8.655156,7.8134594,12.197866,7.683204,8.001505,7.9714174,11.547549,11.321389,8.416328,7.036943,8.832035,8.8524685,0.10424322,0.36473405,0.40732276,0.027708113,0.2828827,0.32035708,0.00874871,0.35299098,0.27835232,0.43114328,0.39265364,0.35407794,0.4561925,0.32001537,0.38614255,0.04168552,0.39637595,0.37136894,0.3737327,0.09277707,0.11054516,0.33877867,0.44714886,0.30611908,0.3045137,23.9002902507782,12.5265738964081,103.960868120193,1.35304427146912,22.9835269451141,101.95599770546,97.7620561122894,17.3483967781067,14.1320502758026,9.96132683753967,31.2544205188751,111.799277305603,34.5265798568726,19.4753925800324,9.34935975074768,93.5925045013428,14.6611158847809,24.2454783916473,22.5965571403503,96.9134609699249,30.3381633758545,29.2826018333435,58.5756797790527,20.3628206253052,1.54468870162964
neural_network,base+atom_numbers+support,no,39,10,10,214,0.33008063,2.1015344,7.76165,24.3577864170074,4.16848242282867,4.28462334473928,4.47001036008199,4.16559692223867,4.78624048233032,4.26865816116333,4.67905089855194,5.07861998081207,5.367493891716,4.49315448602041,4.45882757504781,5.02718057632446,4.3489518960317,4.79510567188263,4.72123825550079,4.25003027915955,4.29783682028453,4.34315987428029,4.93456795215607,4.43820504347483,5.26160209178925,4.89039258956909,4.27974144617717,4.45474135875702,4.62803900241852,2.0689418,2.1233792,2.2302194,2.1015344,2.089653,2.1676252,2.18776,2.2560275,2.1907783,2.1199224,2.1602783,2.184046,2.1255136,2.166912,2.2725315,2.1661837,2.1225615,2.0996487,2.6345382,2.1476417,2.1533642,2.1174366,2.1133487,2.1567228,2.3144774,7.455311,7.842249,9.233115,7.76165,7.4063606,8.658411,8.4613285,9.343893,8.2421,7.4559636,8.039095,8.308895,7.7036567,8.011959,9.5457,8.239502,7.623538,7.4813776,12.282268,7.931017,7.6426597,7.848055,7.4490747,7.8734283,9.812003,0.3565212,0.323124,0.2030763,0.33008063,0.36074615,0.25267988,0.2696904,0.19351494,0.2886123,0.35646486,0.30613393,0.2828471,0.3350861,0.3084761,0.17609662,0.28883654,0.34200132,0.35427135,-0.060100436,0.31546235,0.34035087,0.3226229,0.35705942,0.32043284,0.15311164,51.3240818977356,254.344213485718,146.391897201538,24.3577864170074,41.9010841846466,22.2999286651611,37.3079574108124,157.636796474457,28.7530198097229,83.8779518604279,166.734664916992,126.360425710678,90.738774061203,259.687350034714,24.6071057319641,30.4334633350372,21.1953732967377,72.7342126369476,32.1984553337097,52.133104801178,81.7399072647095,155.697193622589,143.863158464432,34.0802936553955,28.4085285663605
neural_network,base+atom_numbers+support,no,39,10,10,210,0.013740122,2.1247947,7.066058,119.015892028809,9.50415089130402,7.40154485702515,7.43743205070496,8.71325103441874,6.05570940176646,7.03906302452087,5.54390553633372,6.38156155745188,9.70512974262238,6.01160192489624,7.10752677917481,5.56480224927266,5.40386843681335,7.0338397026062,9.26268661022187,7.6975487947464,10.0435169219971,5.57953949769338,10.3129632711411,5.77288854122162,9.10620682239532,7.7270893573761,5.80196420351664,5.91680451234182,6.04945234457652,2.210422,2.6369815,2.4940166,2.2541838,2.0714352,1.8773928,2.0426562,1.9951841,2.164798,2.0454826,2.0506587,2.1215167,2.1247947,2.9182065,2.0736718,2.0468876,2.1314561,2.064848,2.0852354,2.0736885,2.1968238,2.2952483,2.2294273,2.0636864,2.337252,8.719294,10.55391,10.210979,9.506963,6.6840296,5.2553477,6.828655,6.0445685,8.307064,6.9252377,6.4292083,6.890401,7.066058,12.955413,7.3858786,7.0543017,8.073248,6.3931894,7.3880687,6.95931,8.723201,9.499173,8.027588,6.479866,8.872813,-0.21701372,-0.4730841,-0.42521882,-0.32695425,0.06706256,0.26647383,0.046876192,0.15631664,-0.1594758,0.03339541,0.10262978,0.038257897,0.013740122,-0.8082789,-0.030899525,0.015381038,-0.12684047,0.107657194,-0.031205177,0.028639734,-0.21755898,-0.32586706,-0.120467424,0.09555912,-0.23844159,56.1599450111389,21.999035358429,44.2206203937531,22.973717212677,106.951813459396,112.660185337067,27.1455149650574,166.878496408463,41.3555204868317,37.7480778694153,148.244784832001,177.795810937881,119.015892028809,14.8637609481812,41.1524064540863,44.5425667762756,117.530738115311,82.3054969310761,113.711390256882,34.7239439487457,197.807654380798,27.4690432548523,71.8884136676788,131.921046495438,297.860012531281
neural_network,base+atom_numbers+support,no,39,10,10,217,-0.76808226,3.335202,17.570831,97.1619489192963,5.16433143615723,3.83213663101196,3.6112429300944,4.00563099384308,5.88084491093953,16.5751632849375,3.14035701751709,4.54837846755982,15.7948581377665,5.11507670084635,3.85316805839539,4.50054204463959,4.86350162823995,4.39828753471375,4.66151614983877,6.09167580604553,4.00841863950094,4.06967153549194,4.22727987766266,4.64490540822347,17.8277118206024,14.8184957504272,15.1909052530924,5.6659961938858,4.02008827527364,3.4788213,3.3538067,2.3183327,3.460516,3.3689451,3.7290807,3.335202,2.5196173,3.321816,3.086601,2.6728091,3.483001,3.2507293,2.5276752,2.8229723,3.3490918,3.0513775,4.1583767,3.394299,2.6071925,3.0797758,3.101814,3.0994668,3.3036442,3.6336792,20.500713,19.121748,10.633665,19.43322,23.721909,23.59768,17.570831,13.614952,19.815292,19.171804,14.831261,30.368742,20.74246,10.8614855,14.46641,19.92572,18.448305,25.982397,19.78865,11.29124,18.02252,17.653063,18.176048,20.20135,21.208372,-1.0629046,-0.92414486,-0.07002306,-0.955487,-1.3870404,-1.3745396,-0.76808226,-0.370018,-0.9939333,-0.9291818,-0.4924103,-2.0558846,-1.0872304,-0.09294772,-0.45569682,-1.0050454,-0.8563789,-1.6145043,-0.99125254,-0.1361922,-0.8135339,-0.77635694,-0.82898283,-1.0327806,-1.1341133,28.494325876236,15.2715303897858,37.9660604000092,81.313282251358,88.9506642818451,6.03492307662964,97.1619489192963,20.5840814113617,8.47985363006592,101.274332046509,135.450953245163,199.177317380905,110.428862810135,14.6404974460602,7.40158343315125,26.7486500740051,32.5095629692078,86.7654118537903,18.2503781318665,30.8073246479034,4.4205584526062,8.79965448379517,9.43331933021545,11.2866632938385,103.871021032333
neural_network,base+atom_numbers+support,no,39,10,10,220,0.4202608,2.0610275,6.6776266,168.612088918686,6.12562208175659,5.47142720222473,4.88938959439596,5.54805326461792,6.26106338500977,5.40420553684235,4.87736936410268,6.06070559024811,5.26645400524139,15.5902317365011,18.6667072296143,6.5802463054657,5.10156293710073,5.19454840819041,4.50773029327393,5.372656305631,18.7108982404073,5.85167126655579,17.303565343221,8.50372495651245,4.33363684018453,4.51849706967672,15.0946374893188,5.20425021648407,15.4228429794312,1.8734396,1.9356558,2.0526605,2.1077414,1.7896603,1.9057075,1.8645228,2.1980925,2.0487046,3.3025367,3.2860026,2.201944,2.0873559,1.8197803,2.0948288,1.8450246,3.9498675,2.0853112,3.6899219,1.8919122,2.0610275,1.8062636,2.9863484,1.8525729,3.3703845,5.8749332,6.312618,6.5635138,6.8016753,6.1841087,6.4221835,5.722835,7.352863,6.5203466,20.199148,19.943579,7.714624,6.8707976,5.8094573,6.896857,6.3034687,26.897453,6.642905,24.060566,6.570141,6.6776266,5.667182,16.93801,6.275243,21.134884,0.48994917,0.4519502,0.43016785,0.40949112,0.4631071,0.4424379,0.50315404,0.36163807,0.43391556,-0.7536527,-0.7314646,0.3302306,0.40349007,0.49563366,0.40122765,0.45274448,-1.3351872,0.42327523,-1.0888939,0.42959255,0.4202608,0.5079857,-0.4705267,0.455195,-0.83489144,51.919118642807,48.9189324378967,48.9963760375977,99.8880217075348,24.6525130271912,68.884361743927,16.0871679782867,20.0302686691284,52.5132477283478,10.5094389915466,11.7216410636902,13.9923615455627,135.0199239254,121.428624391556,128.950529813766,142.777916431427,42.149689912796,133.545580148697,15.2996315956116,210.443484783173,168.612088918686,44.0068943500519,1.40475153923035,25.2032239437103,7.53184366226196
neural_network,base+atom_numbers+support,no,39,10,10,219,0.39602596,1.7401559,4.766153,50.1809496879578,4.86069116592407,4.27926699320475,6.86948065757751,4.93710126876831,5.40772626399994,4.9697794119517,4.49954380989075,6.5783044497172,4.33366711934408,6.0053861618042,5.19695377349854,4.33435694376628,4.83849207560221,4.17540526390076,4.68836911519369,6.15845839182536,5.65663917859395,4.54526424407959,5.06495046615601,4.62147657076518,4.94949181874593,4.70201270580292,5.0155942440033,5.18064787387848,4.891255235672,2.0643091,1.9077393,1.8844163,2.4677925,2.1782258,2.073431,1.7068971,2.7168033,1.9268652,2.0900586,1.8829823,2.1425967,3.147819,1.7401559,1.7557744,1.8087306,2.070853,1.6807243,2.3739734,1.6774821,1.7059126,1.9884485,1.7297724,2.2395859,2.1056423,7.365926,6.262168,6.1877065,11.52026,7.6386395,7.2283225,5.021656,17.292006,5.943907,7.778653,5.765052,7.589831,26.184767,4.766153,5.5254297,5.157826,7.161794,4.7201014,9.154878,4.642368,4.89696,7.0531116,5.1618395,8.336513,7.4483542,0.066578925,0.20644873,0.21588457,-0.4598645,0.03202021,0.084016204,0.36364824,-1.1912687,0.24677926,0.014277458,0.26944405,0.038205266,-2.3181727,0.39602596,0.29980934,0.34639257,0.092446744,0.40186173,-0.16011977,0.41171223,0.3794499,0.10621917,0.34588403,-0.05641532,0.05613345,100.045336723328,82.3049848079681,25.1508581638336,36.1382253170013,24.621043920517,121.704537153244,39.6175887584686,38.4443249702454,40.055025100708,39.2826945781708,175.182743310928,292.561628341675,92.352157831192,50.1809496879578,109.438822507858,62.9869530200958,38.1205377578735,116.850255012512,40.7423489093781,128.766832828522,47.5370812416077,73.0605905056,21.6022324562073,25.2998785972595,33.6268064975739
neural_network,base+atom_numbers+support,no,39,10,10,216,0.040970504,2.3015063,10.689532,60.7880787849426,4.87667384147644,3.3673038482666,4.05072450637817,4.38183204332988,6.01160633563995,5.75850296020508,3.78231247266134,3.7398509979248,3.50833495457967,3.5797743399938,3.91535679499308,3.58462512493134,4.00734767913818,5.13747749328613,4.16437320709229,3.57591199874878,3.85938243071238,4.61438388824463,3.18796348571777,4.82491774559021,3.32675886154175,4.60564198493958,4.65656173229218,3.92409463723501,3.87999215126038,2.275154,2.2353768,2.3932695,1.828528,1.8908167,1.8933284,2.4145362,2.1923335,2.4211836,2.3661087,1.879938,2.2318897,2.3532445,1.8943393,2.082401,2.168553,2.4316916,1.8253499,2.3015063,2.396484,2.27697,2.426016,1.8469263,1.8389845,2.1737502,9.364054,10.432876,11.051082,6.468934,6.5194836,6.6968307,10.840544,9.064019,11.133907,10.346353,6.786452,9.629467,10.680184,6.9224067,8.206507,9.085099,10.549849,6.368139,10.689532,10.595483,10.8720665,10.723078,6.4111967,6.454303,9.8756,0.15988809,0.06399691,0.008533537,0.41962862,0.41509348,0.3991825,0.02742225,0.1868062,0.0011026263,0.07175946,0.39114195,0.1360761,0.04180914,0.37894458,0.26373935,0.18491495,0.0535025,0.42867166,0.040970504,0.049408376,0.024594128,0.037960947,0.42480862,0.4209413,0.11399388,11.825275182724,21.9822933673859,23.2787628173828,414.874728679657,193.757708311081,51.2244200706482,146.459404230118,119.947974920273,36.0966639518738,28.9295344352722,39.8325045108795,54.5256459712982,84.0774400234222,64.0149972438812,379.381355762482,32.7161848545074,57.2440741062164,92.1847236156464,60.7880787849426,183.714112281799,140.81986951828,56.1838798522949,119.289846420288,80.4863159656525,25.9459087848663
neural_network,base+atom_numbers+support,no,39,10,10,205,0.41729772,1.8554242,6.4304247,114.089338779449,7.38707212607066,7.82779791355133,8.8281751871109,7.52385214964549,8.50121736526489,8.71489448547363,6.72245991230011,10.1406847953796,7.82698750495911,8.00606135527293,7.71272928714752,6.6163477897644,7.88935101032257,8.15117104053497,7.45427429676056,8.75885350704193,12.7422721385956,9.07450437545776,7.71743438243866,7.505024933815,7.75942158699036,7.9305491844813,6.730770667394,8.01264276504517,8.17556364536285,1.9471867,1.8847073,1.9581525,1.9633358,1.869552,1.9813716,1.8889354,2.0282705,1.8631777,2.011894,1.9017813,1.8554242,1.8685023,1.9823008,1.9267924,1.9543687,2.651477,1.9634225,1.9636158,1.877446,1.9156507,1.9413593,1.8861192,2.3082426,1.8696077,6.4194,6.2609286,8.000662,6.8057446,6.390816,8.009791,6.17411,8.449056,6.1989784,8.410354,6.989639,6.4304247,6.3128295,7.36366,6.534296,6.6397147,10.876693,6.8175955,7.5149016,6.2763987,6.3548937,6.8024526,6.4696426,8.915761,6.5580225,0.4182967,0.43265688,0.27500838,0.38328755,0.42088687,0.27418113,0.44052404,0.23437649,0.43827057,0.23788357,0.3666237,0.41729772,0.42795378,0.33273125,0.40788525,0.3983326,0.014392674,0.3822137,0.31902623,0.43125498,0.42414206,0.38358587,0.4137439,0.19208539,0.40573525,445.028084278107,555.564456701279,136.156312704086,308.193946838379,139.237453699112,335.407151460648,224.916142463684,89.3167486190796,770.397094011307,88.0884456634522,360.677141189575,114.089338779449,468.009016036987,51.5863025188446,174.575990438461,482.283947467804,4.85113763809204,117.531980991364,227.988695859909,601.175230264664,66.6696610450745,541.821030139923,194.767671346664,81.0185513496399,82.5519227981567
neural_network,base+atom_numbers+support,no,39,10,10,224,0.35610533,2.2438102,9.21186,20.5252156257629,5.60361623764038,4.71473603248596,15.336403687795,4.56844290097555,3.66919573148092,5.05462427139282,4.10224052270254,15.3564081192017,4.57835332552592,4.75564090410868,4.02353277206421,4.41359157562256,4.00400487581889,13.283438205719,3.74583768844605,21.1917126655579,3.97461891174316,3.69719497362773,16.3718124389648,4.22145967483521,16.5406368255615,3.63078864415487,5.36112499237061,4.62871289253235,23.9252700805664,2.018953,2.3761945,4.7295647,2.2774153,2.3047042,2.4126158,2.6755579,4.2837195,2.3144817,1.9748248,2.3230424,2.5011022,2.4055676,4.5166893,2.343504,3.3534904,2.0348492,2.1902444,4.467508,2.1774378,4.506746,2.2438102,2.8662915,2.2830334,3.6536808,8.278116,11.344435,35.413235,10.25814,10.036508,9.825888,13.520007,30.096071,10.491746,7.3201036,9.6007595,12.393675,10.963654,33.159283,10.547633,20.30351,7.972933,9.145569,32.746006,8.7401285,33.120853,9.21186,14.64566,9.286704,22.971395,0.4213726,0.20704168,-1.4753299,0.28297204,0.2984637,0.31318575,0.05497259,-1.1036685,0.2666433,0.48833615,0.32892185,0.13370144,0.23365766,-1.3177824,0.26273686,-0.41918373,0.44270444,0.36073905,-1.2888949,0.38907862,-1.3150961,0.35610533,-0.02370882,0.35087383,-0.60566473,30.0470831394196,121.886016845703,3.90310597419739,42.8571674823761,118.423510074615,6.93914556503296,14.9233331680298,1.1594090461731,20.6367394924164,33.6020078659058,106.646381616592,127.908108234406,30.4254062175751,1.27485275268555,41.6075737476349,1.31227469444275,32.2209720611572,106.468799352646,2.68013834953308,20.7816843986511,7.04634356498718,20.5252156257629,86.05486536026,36.2272396087647,1.13699460029602
neural_network,base+atom_numbers+support,no,39,10,10,223,0.3118682,1.9638921,6.046923,39.5585670471191,6.39696955680847,18.8803904851278,13.391521135966,7.70326523780823,12.2601722717285,14.4660113652547,10.4752202033997,17.1802043914795,8.69915612538656,10.0916820526123,11.1967829704285,10.150808652242,12.5194600423177,8.01321477890015,13.9227027893066,11.7309579372406,7.5837245464325,12.8728551864624,14.2579758644104,13.0772784550985,8.23424077033997,11.6071298122406,12.4191429615021,13.9059947331746,8.55565762519836,1.9638921,2.317192,2.82299,1.7177578,2.564176,2.2110312,2.0091636,2.2609386,1.7417499,1.716852,1.8935819,1.7134995,2.7633646,1.7705178,3.0548732,2.5643826,1.8739848,2.6181984,2.5239723,2.8745263,2.0398462,2.4752195,2.6342926,3.0627718,1.8082964,6.046923,8.425992,12.65574,4.9722085,10.794033,8.191232,6.6998563,8.542417,5.638966,5.288982,5.9012065,5.3474164,12.397177,4.7941,15.035253,10.884425,5.508572,11.158996,10.103228,13.293086,6.3428526,9.937228,11.167716,15.01224,5.6498795,0.3118682,0.041133285,-0.4402064,0.43416923,-0.2283467,0.06784868,0.23756522,0.027884364,0.35829312,0.39812082,0.3284505,0.39147115,-0.41078234,0.4544378,-0.71099174,-0.23863328,0.3731318,-0.26987886,-0.14973402,-0.5127356,0.2781918,-0.1308434,-0.27087128,-0.70837307,0.3570512,39.5585670471191,1.40267395973206,15.4858679771423,38.8881895542145,1.11421990394592,1.11605548858643,110.276194095612,5.57035493850708,46.9841692447662,117.361109733582,116.344006538391,47.2670502662659,75.8358328342438,37.4981389045715,38.8830420970917,96.2242968082428,90.7765986919403,45.3314051628113,9.33085918426514,41.5466709136963,17.9965922832489,12.110013961792,21.1655769348145,73.1373310089111,123.762968301773
neural_network,base+atom_numbers+support,no,39,10,10,227,-0.39819646,3.0882888,18.629068,34.2816660404205,7.0655476252238,6.98166217803955,7.14744386672974,6.16267251968384,6.11978499094645,8.46761274337769,5.69876728057861,5.83698161443075,6.59655872980754,7.64256391525269,5.25780884424845,6.19811778068543,7.28456611633301,7.5537174542745,7.71947065989177,5.34514856338501,7.83444967269898,5.4865042368571,7.17357937494914,5.80707168579102,5.63361469904582,5.67637300491333,7.73619084358215,7.74689407348633,6.99473934173584,2.3405411,2.4690425,3.0608928,2.2896404,2.7016854,2.4563165,2.147402,2.1561966,3.1679192,2.0192127,3.0882888,2.5072162,1.9372375,2.4952781,2.6275659,2.4578013,2.160317,2.3069582,2.8728137,2.182705,2.4278715,2.461286,2.006408,3.130631,2.4370518,9.526639,10.2835655,15.8010645,9.130993,12.076429,10.543745,8.016044,8.333278,15.967356,7.671174,18.629068,10.7862835,7.484658,10.089336,10.669901,10.943922,9.177518,9.511282,13.841795,8.413417,10.262234,10.135275,7.4392934,16.14667,11.165179,0.28498232,0.22817153,-0.18594193,0.31467736,0.093608916,0.20864391,0.39835942,0.3745495,-0.19842279,0.42424345,-0.39819646,0.19044024,0.43824232,0.24274933,0.1991753,0.17860878,0.31118542,0.28613496,-0.038889766,0.36853468,0.22977257,0.23930144,0.4416471,-0.21188116,0.16200244,36.5012927055359,62.4635369777679,40.1604597568512,28.5921006202698,6.60130310058594,21.7818119525909,54.412278175354,100.526992082596,102.693168401718,46.312068939209,34.2816660404205,21.0973944664001,44.6274430751801,13.8972420692444,13.4095234870911,48.142776966095,111.313670635223,87.253219127655,11.81174492836,94.9001133441925,54.8067209720612,63.5280210971832,40.1381371021271,120.322173118591,110.313853979111
neural_network,base+atom_numbers+support,no,39,10,10,233,-0.52493036,3.021119,23.990742,69.0963702201843,10.1845190048218,12.7722234725952,10.3976259231567,11.5895729064941,8.55372734069824,12.5587485631307,16.370992342631,9.1867374420166,10.7692353248596,11.9548370043437,12.8969831466675,14.8892792065938,11.9778531392415,9.17616979281108,12.5776985486348,12.2576891581217,13.8551270167033,10.060099697113,12.2509988149007,11.5601086616516,9.92979860305786,10.4597907066345,10.1691025733948,8.50299258232117,11.6984599431356,2.7836487,2.931417,3.0436852,2.7294388,2.4514892,2.8154948,2.8774652,2.6435947,2.3800802,3.0094187,2.789997,2.9193687,2.9399993,2.775435,2.6626794,2.6734257,2.534097,2.648605,2.6512487,2.6159508,2.5627174,2.7414105,2.5501757,3.021119,2.8689754,16.879194,17.566235,20.216959,16.3775,12.064087,18.21616,14.792437,14.566951,10.32819,19.650518,15.824158,15.629768,17.51694,17.276587,13.959419,14.335405,12.749495,14.673692,14.447605,13.948181,13.245016,15.042028,13.397992,23.990742,16.796026,-0.07289708,-0.11656761,-0.28505635,-0.041007757,0.233167,-0.157879,0.05974412,0.07407671,0.34350628,-0.24905157,-0.005835533,0.0065205097,-0.113434315,-0.09815657,0.11269343,0.08879453,0.18960023,0.067291915,0.081662774,0.11340773,0.15810323,0.04387927,0.14837956,-0.52493036,-0.06761062,26.3441705703735,18.1538512706757,36.5087180137634,21.7963769435883,18.0930099487305,23.9323358535767,97.608612537384,41.4900405406952,34.693692445755,7.32002353668213,29.7665247917175,93.1497592926025,24.5085189342499,59.6237244606018,112.701364517212,106.0491335392,37.5095875263214,45.0343525409699,119.260411977768,52.8063378334045,130.241667509079,22.1095757484436,87.0937452316284,69.0963702201843,12.1931352615356
neural_network,base+atom_numbers+support,no,39,10,10,226,0.4704544,1.989623,8.002649,103.631722927094,8.33133888244629,10.1331481933594,8.68907690048218,8.40471506118774,10.7122214635213,7.93507461547852,9.48910102844238,8.52315886815389,9.3951907157898,7.97582693099976,11.2715547561646,9.11470031738281,10.6284108161926,7.95407943725586,8.30124266942342,8.32532296180725,8.07189718882243,8.2891393661499,8.14672406514486,9.52358627319336,7.71074819564819,8.1262944539388,9.3611834526062,7.85162289937337,8.36740064620972,1.859693,2.385849,1.8770188,1.9099154,2.3259923,1.8882048,2.218146,1.8430935,2.0618408,1.9190818,2.802164,2.3220487,2.678212,1.9604411,1.8735976,1.8054861,1.9993634,1.9305942,2.036003,1.8426486,1.989623,1.923245,2.195449,1.9894208,1.8322958,7.2785254,11.691741,7.043578,7.320727,11.368898,6.5346084,9.630346,6.3907247,8.417204,6.8617425,14.0749,9.532148,13.417587,7.4350557,6.922691,6.6002026,8.172594,7.7314534,7.872715,6.4063196,8.002649,7.1553106,9.928129,7.5184126,6.253738,0.5183706,0.2263425,0.5339174,0.51557815,0.2477054,0.56759655,0.3627476,0.57711756,0.44302285,0.5459497,0.068645835,0.36924553,0.11214101,0.5080128,0.5419166,0.56325614,0.45920897,0.4883998,0.47905236,0.57608557,0.4704544,0.52652395,0.3430429,0.50249696,0.5861821,126.818833112717,22.7758626937866,30.4280576705933,22.0304639339447,129.584628343582,97.3487040996552,111.855216264725,29.7763023376465,21.9392993450165,82.6270520687103,1.51439261436462,29.4079756736755,118.46296453476,63.8580193519592,24.3646399974823,151.026172876358,13.1633639335632,136.15359044075,51.2528028488159,65.0391426086426,103.631722927094,23.7102732658386,16.6425547599792,77.5054059028626,89.1054468154907
neural_network,base+atom_numbers+support,no,39,10,10,229,0.3911258,2.0994382,9.178118,151.262054443359,6.53351497650147,13.5109365463257,8.01270484924316,13.350422668457,13.5043055216471,13.4074099063873,8.81064147949219,8.37010102272034,12.7291858990987,14.4467442035675,11.0027016639709,12.5154327869415,8.04658641815186,13.4607881546021,12.9436581929525,13.8615140914917,15.04851881663,7.06925662358602,6.70672146479289,8.09021393458048,15.4515180587769,13.492267926534,8.43883438110352,14.3895588874817,13.9580900192261,2.0994382,3.186211,2.121577,3.209455,3.4550886,3.1996827,1.84873,1.8011656,3.3319175,3.275143,3.0803077,3.1499922,1.8605226,2.9388926,3.4696357,3.3231797,3.6202369,1.9149595,2.0107415,2.0765476,3.668339,3.3429532,1.9767411,3.2756262,3.2632587,9.178118,19.140108,9.657489,19.045332,22.668373,19.043436,6.5751343,6.9062347,20.976856,19.96692,16.83339,18.419796,7.292947,16.378906,22.657646,20.47787,24.295574,8.305364,8.829609,9.274856,24.866388,21.349226,8.480504,16.107197,20.275467,0.3911258,-0.26975024,0.35932446,-0.2634629,-0.5038146,-0.26333702,0.56380713,0.541842,-0.39159966,-0.32460093,-0.11672318,-0.22196496,0.5161876,-0.08657277,-0.5031029,-0.35849726,-0.61176276,0.44902408,0.41424578,0.3847083,-0.6496304,-0.41630268,0.43740535,-0.068547726,-0.34506977,151.262054443359,12.9830522537231,135.861858129501,95.9436383247376,25.2355678081512,14.2207968235016,33.7560987472534,47.5595321655273,6.80644583702087,49.9613692760468,6.45794868469238,98.6471664905548,143.463237285614,18.6210701465607,97.7298712730408,72.8809056282044,45.2793085575104,148.286328554153,122.433706283569,136.693236351013,13.1519775390625,28.2641136646271,163.980000257492,16.4709379673004,24.3664784431458
neural_network,base+atom_numbers+support,no,39,10,10,221,0.36418396,2.0856743,8.248266,55.0391738414764,6.86720061302185,16.9766702651978,13.5627816200256,9.03146419525146,17.6246759414673,8.95222940444946,20.3505098342896,22.6937461853027,17.1391442616781,16.4127531051636,14.3799949645996,19.277795791626,9.56259708404541,17.3705244064331,10.7061151504517,9.38089237213135,16.3775647481283,17.2518488566081,9.05142958958944,13.7731972694397,10.1084016164144,6.64268239339193,10.0891688346863,18.8595060348511,19.4871557235718,2.5663314,3.2776024,2.8927455,2.2770474,2.9138312,2.77795,3.386328,3.5503898,3.180083,3.282031,3.6389875,3.3620954,2.1204247,2.4223611,2.131463,2.2422254,3.1478407,3.0077143,3.1934788,2.090896,2.1137846,2.0856743,3.1367304,2.876794,3.044312,13.295075,18.898804,16.791128,9.87263,15.230863,16.020535,19.444378,20.53504,18.113518,18.496458,39.402645,20.269995,8.896218,11.466848,8.69443,9.4234705,17.486225,16.94919,22.824625,8.0694065,8.595861,8.248266,23.357409,15.238648,16.724876,-0.024848342,-0.4568107,-0.29434085,0.23897022,-0.1740681,-0.23493981,-0.49886608,-0.5829396,-0.39627707,-0.4257958,-2.0373452,-0.5625086,0.3142367,0.116080225,0.32979155,0.2735936,-0.34792233,-0.306525,-0.75943184,0.37797135,0.3373897,0.36418396,-0.80050135,-0.17466831,-0.28923392,202.127198934555,7.39002370834351,23.79154753685,66.9239175319672,12.81365275383,116.19948387146,1.40806126594543,1.26909017562866,47.8555083274841,7.56866049766541,28.3765614032745,7.35902309417725,552.271163702011,39.5291922092438,95.8247001171112,102.038260221481,24.0431425571442,18.4394328594208,101.794943809509,63.9628355503082,112.019546985626,55.0391738414764,121.720320701599,62.8159325122833,21.2292561531067
