seed,n_train_catalysts,n_train_samples,n_test_samples,cv_mae_mean,train_r2,train_mae,train_rmse,test_r2,test_mae,test_rmse,hp_n_estimators,hp_learning_rate,hp_max_depth,hp_subsample,hp_colsample_bytree,hp_reg_alpha,hp_reg_lambda,hp_gamma,hp_min_child_weight
29,105,22680,2160,0.09681216408712988,0.7390776381956694,0.041480300926063626,0.07089248085235708,0.38842395564783916,0.07731467201280674,0.09674820436230244,100,0.05,6,0.7,0.8,0.5,0.5,0.0,3
15,105,22680,2160,0.09369771364380385,0.8529079804582596,0.024130572192610195,0.052796170786732696,0.019063517719313472,0.11398319804841776,0.13899668374371948,700,0.05,6,0.7,0.8,0.5,0.5,0.0,2
39,105,22680,2160,0.09421871550989601,0.9136848153091458,0.016641588864029083,0.040949265892160684,-0.02440514093977275,0.09895408069838552,0.12259040573803483,700,0.05,10,0.9,0.8,0.5,1.0,0.0,1
33,105,22680,2160,0.09455323507461082,0.7612993820910149,0.03799946941593041,0.06844664294901347,0.382685734874194,0.07295869935282477,0.0867160876316129,350,0.02,6,0.7,0.8,0.5,2.0,0.0,2
58,105,22680,2160,0.09605275746024132,0.9277595260499978,0.015407126598841131,0.03675087688647494,0.27724514151403856,0.10098862937130888,0.1267008906710929,350,0.02,10,0.9,0.8,0.0,0.5,0.0,2
50,105,22680,2160,0.09727293445947077,0.9293402745259608,0.014806508504321976,0.035924551334186205,0.4344104976826809,0.08995664254264087,0.11965394220307021,350,0.02,10,0.7,0.8,0.0,0.5,0.0,2
75,105,22680,2160,0.09497367861356111,0.8470605561213107,0.025303340505888255,0.05449629370710399,0.15186043413173678,0.08753198063935361,0.1090405578775033,350,0.02,10,0.7,0.8,0.5,2.0,0.0,2
65,105,22680,2160,0.09343119382261275,0.7913125489784114,0.032959350740099244,0.06314254387662917,0.17818687154729018,0.10035693875119112,0.1210847077201882,100,0.1,6,0.7,0.8,0.5,1.0,0.0,2
40,105,22680,2160,0.09876544431158858,0.8185500948798777,0.028955852548043337,0.058825838141483254,0.47292982929829697,0.07810681830806628,0.09790312488394953,700,0.02,6,0.9,0.8,0.5,0.5,0.0,3
37,105,22680,2160,0.10103948522020131,0.7784064362812871,0.036135775177329195,0.06637227004369889,-0.00042485907765965614,0.06921802083179401,0.09104835364873973,350,0.02,6,0.7,0.8,0.0,2.0,0.0,1
63,105,22680,2160,0.0909565780112084,0.7776325785695936,0.03438408397965072,0.0643927579557952,0.036915116776518375,0.1116189981138063,0.1400001900519953,350,0.02,6,0.7,0.8,0.5,2.0,0.0,3
38,105,22680,2160,0.0939226469934548,0.816168458480772,0.02874132604391871,0.05744295162591903,0.2550214177577216,0.12609439641902664,0.14457832713868007,700,0.02,6,0.9,0.6,0.5,1.0,0.0,2
85,105,22680,2160,0.09892657982382913,0.7513939474658659,0.0387802746130555,0.06952017223173002,0.37909248939823725,0.07457406872390455,0.09282537730285158,350,0.02,6,0.9,0.8,0.5,2.0,0.0,2
36,105,22680,2160,0.09497211322942639,0.7822410709975793,0.03420450886765032,0.063221133970708,0.16885906295606345,0.12451312334976929,0.1468553318691153,350,0.02,6,0.9,0.8,0.5,2.0,0.0,3
78,105,22680,2160,0.0991106760269487,0.8245403464768835,0.028647522049479134,0.05735304519837947,0.4091227130102767,0.09355461486095128,0.11376358640590807,350,0.05,6,0.9,0.6,0.0,0.5,0.0,1
94,105,22680,2160,0.09484170357245425,0.8593607927330715,0.023443716159246272,0.05143184725873461,0.20759100885039972,0.10265009672500072,0.12951195430644197,350,0.1,6,0.9,0.8,0.5,1.0,0.0,1
98,105,22680,2160,0.09361900597087057,0.8672422818200585,0.022758448980417643,0.05054351394055259,0.0531991565079627,0.10315079619408606,0.12503324118104683,100,0.1,10,0.9,0.6,0.5,2.0,0.0,1
80,105,22680,2160,0.09525897856660359,0.845303261236941,0.02606352240722207,0.05331937964150584,0.35711447103358196,0.09562533582085914,0.12357465353355505,350,0.05,6,0.7,0.8,0.5,2.0,0.0,3
55,105,22680,2160,0.1001154372587845,0.8100132427087715,0.030240969207028207,0.06014905859878205,0.365561561947503,0.08349545269954135,0.10895924534153627,700,0.02,6,0.9,0.6,0.5,2.0,0.0,3
82,105,22680,2160,0.09605599637459553,0.7652198837852758,0.03717888217918324,0.06756444075307694,-0.005554996078135366,0.0971742790067179,0.11125959246553019,350,0.02,6,0.7,0.8,0.5,1.0,0.0,1
47,105,22680,2160,0.09068116168583716,0.8493188989551981,0.024119524244593474,0.05242634478765032,-0.005752786123808251,0.13120268252325218,0.15302306204220822,700,0.05,6,0.7,0.8,0.5,1.0,0.0,2
77,105,22680,2160,0.09881130760527727,0.8546350091908242,0.023939904984129984,0.0528520214390534,0.31763414222881625,0.0853600965146415,0.10761789687482667,350,0.02,10,0.9,0.8,0.5,2.0,0.0,3
83,105,22680,2160,0.09800232554234964,0.8963890829726622,0.01857362224426528,0.04478676040789191,0.3019193779752347,0.07905078686027739,0.10326075007318442,350,0.05,10,0.9,0.8,0.5,0.5,0.0,3
84,105,22680,2160,0.09769728726020674,0.8105621360323843,0.029943681910741662,0.060511414079192485,0.2313971951472794,0.08500933533727424,0.10805530854942379,700,0.02,6,0.9,0.8,0.5,0.5,0.0,2
49,105,22680,2160,0.09953565441926558,0.8412578547398402,0.026441745921391827,0.05556818103714543,0.2996229023716491,0.08418639267505487,0.10005850499702776,350,0.1,6,0.7,0.8,0.5,0.5,0.0,1
59,105,22680,2160,0.09272509237616025,0.9467743659468297,0.012737903818547919,0.031387375152481724,0.13550273601938956,0.11991003434131953,0.14522610163837366,700,0.02,10,0.7,0.8,0.0,0.5,0.0,3
92,105,22680,2160,0.09700141978401632,0.9152836463745565,0.016177163577861017,0.04019575557028756,0.20800526149163545,0.08894226098698343,0.11261162607910959,700,0.05,10,0.9,0.8,0.5,0.5,0.0,3
79,105,22680,2160,0.09623352819458583,0.8402675266716281,0.026220796489774018,0.05484078396802035,0.276503764706019,0.09707136800988939,0.12096579400334559,350,0.05,6,0.9,0.8,0.5,1.0,0.0,1
56,105,22680,2160,0.09609812947604583,0.8894815250370242,0.019180824063568705,0.046228697312305604,0.40113406894965686,0.07855110867556635,0.09677293911301546,700,0.02,10,0.9,0.8,0.5,0.5,0.0,2
44,105,22680,2160,0.09488214947991104,0.8365474699059792,0.02803673527057903,0.05664694292502206,0.015855364314144582,0.08748458286354498,0.10846598127170116,100,0.05,10,0.9,0.8,0.5,1.0,0.0,2
69,105,22680,2160,0.09926789145036516,0.7466709383953636,0.04068966937889633,0.06977051523433767,0.22037096282532365,0.08852008110968347,0.10830768330732411,100,0.05,6,0.7,0.8,0.0,1.0,0.0,3
64,105,22680,2160,0.09199159176526223,0.8830113327269264,0.022632867776849995,0.04609074879194816,0.2208286105507401,0.11757002645044859,0.14644911047103382,100,0.3,6,0.9,0.8,0.0,0.5,0.0,2
89,105,22680,2160,0.10286390285443588,0.8145827083472077,0.03024660312631316,0.05972540128407691,0.39351835946678526,0.08019459163434925,0.09917076502014215,700,0.02,6,0.9,0.6,0.0,2.0,0.0,3
53,105,22680,2160,0.09455969104339139,0.7815509106090255,0.034791667410923155,0.06398503975152639,0.2471851553666844,0.10219316223280674,0.12729904792079794,350,0.02,6,0.9,0.8,0.0,2.0,0.0,2
8,105,22680,2160,0.09385066964972591,0.7471304989816316,0.039989342460431905,0.06866413209630143,0.23866540262789115,0.10540484581954643,0.13150671198927727,100,0.05,6,0.7,0.8,0.5,2.0,0.0,3
73,105,22680,2160,0.09563333471671884,0.744275568427479,0.040097146028590644,0.06970933746189421,0.24281717326423624,0.09934114829084721,0.11866335054332362,100,0.05,6,0.9,0.8,0.5,2.0,0.0,2
66,105,22680,2160,0.09211073982781609,0.7749837075420192,0.03513422783059704,0.06443303820684695,0.09105712582092251,0.12836777061164956,0.1494634745301416,350,0.02,6,0.7,0.8,0.5,2.0,0.0,2
67,105,22680,2160,0.09450563927282316,0.8321807991529618,0.026694054064336545,0.055380220772182256,0.24807680303012136,0.107340348416079,0.13142468044483463,350,0.05,6,0.9,0.8,0.5,2.0,0.0,1
10,105,22680,2160,0.09444173894142706,0.819726113045051,0.028444037814187605,0.0580086471120422,0.4298112590333997,0.09176562523311489,0.11220311786744748,350,0.05,6,0.7,0.8,0.5,2.0,0.0,3
25,105,22680,2160,0.09537081648454775,0.7613476961083647,0.03840135238089589,0.0680289051550379,0.231121128205793,0.08175457825608666,0.10673741708150607,350,0.02,6,0.7,0.6,0.5,1.0,0.0,3
18,105,22680,2160,0.09163370415522745,0.8130383562313993,0.031231773443500473,0.059662823306268764,0.3280945460627186,0.09269481218641797,0.11110625332069031,100,0.1,6,0.9,0.8,0.0,0.5,0.0,2
93,105,22680,2160,0.09582502131807077,0.7890109964508106,0.03475423670055132,0.06368228885315175,0.21295405562233982,0.09260544144738073,0.11490321903762075,350,0.02,6,0.7,0.8,0.0,1.0,0.0,3
74,105,22680,2160,0.09845682182814885,0.8083668782269051,0.030878225947308047,0.06031021599589808,0.19824167241309754,0.08716293816667729,0.11926556991736749,100,0.1,6,0.9,0.8,0.5,1.0,0.0,2
99,105,22680,2160,0.0944453435316212,0.8505183505480391,0.024441734766597095,0.05327877482577057,0.21367655278258546,0.1038190976306674,0.1229212153010143,350,0.1,6,0.9,0.8,0.5,2.0,0.0,2
90,105,22680,2160,0.09969033487238735,0.8982971397105898,0.018177979490236158,0.044356311466747365,0.23411029334819478,0.08429700489997557,0.10920286379387165,700,0.02,10,0.9,0.8,0.5,2.0,0.0,3
46,105,22680,2160,0.09624272347762561,0.8320312978407357,0.027782620793627966,0.056567309213463084,0.30737156371913676,0.09003874805607996,0.11372249031990878,350,0.05,6,0.7,0.8,0.5,2.0,0.0,3
72,105,22680,2160,0.0973457815616737,0.895238290515898,0.018740169240967473,0.04488536465008349,0.15092218041084704,0.089044295941658,0.11716384002782336,700,0.02,10,0.7,0.8,0.5,0.5,0.0,3
81,105,22680,2160,0.09392925783792971,0.8948927348011098,0.017948237904667534,0.04427130733149428,-0.04977430299820895,0.11749762341936057,0.14754240818038833,350,0.05,10,0.9,0.8,0.5,2.0,0.0,3
24,105,22680,2160,0.09500942405007505,0.7670450658008929,0.037020780403277546,0.06752523579202362,-0.1287816284033172,0.09777187286208752,0.11342330286059452,350,0.02,6,0.7,0.8,0.5,1.0,0.0,3
9,105,22680,2160,0.09785904378449334,0.9515408742728216,0.011623771036563575,0.029926955520211473,0.3431427737892515,0.10437481304969369,0.12732908243715033,700,0.02,10,0.7,0.8,0.0,2.0,0.0,2
97,105,22680,2160,0.09564569305583524,0.8203781930894685,0.028384784415365887,0.05807791854264739,0.1286579072672367,0.10948172249580851,0.13672382589437757,700,0.02,6,0.7,0.8,0.5,1.0,0.0,2
21,105,22680,2160,0.10114025475511282,0.7353436004257166,0.042440010286579524,0.07198050439336212,0.15636805479145888,0.08632336437637703,0.10451111227472232,100,0.05,6,0.7,0.8,0.5,0.5,0.0,3
68,105,22680,2160,0.09838796102672528,0.7969998700383577,0.032676622478893,0.06245373633210856,0.3296508825575032,0.0810754501160005,0.10671266957388278,100,0.1,6,0.9,0.8,0.5,2.0,0.0,1
12,105,22680,2160,0.09294619180247678,0.7729411820436802,0.03599504570480117,0.06531915418311315,0.3274865291145743,0.09759467163633458,0.11988870445116283,350,0.02,6,0.9,0.8,0.5,2.0,0.0,1
61,105,22680,2160,0.09647594914988082,0.8144961108957816,0.029895820343634454,0.060369890016305286,0.33077460890174415,0.07133785582514647,0.08997621862724695,700,0.02,6,0.7,0.8,0.5,0.5,0.0,3
70,105,22680,2160,0.09599680413382002,0.840227559112877,0.025795816210122915,0.055274597389286015,0.17220400031576732,0.09881483048776803,0.12001689274504068,700,0.05,6,0.7,0.8,0.5,2.0,0.0,3
3,105,22680,2160,0.09905239336883938,0.8998576639546423,0.018403590313578723,0.04386812450616643,0.22305319296196813,0.08853593545842918,0.11384899841039846,100,0.05,10,0.9,0.8,0.0,0.5,0.0,3
11,105,22680,2160,0.09495392026215607,0.8652337814461928,0.02254313165156296,0.05108622545308979,0.24427542680260828,0.08166681952110132,0.10522201979603026,700,0.1,6,0.9,0.8,0.5,2.0,0.0,2
91,105,22680,2160,0.09491624763174869,0.8295222351275636,0.027890743342529032,0.05693139259608705,0.17549957435187746,0.09650296619756661,0.12552819504884388,700,0.02,6,0.9,0.8,0.5,0.5,0.0,2
60,105,22680,2160,0.09824217763359873,0.7838781151504113,0.03477544241799615,0.06469218636755314,0.25900064370589404,0.08269884594640639,0.10151971119459195,100,0.1,6,0.7,0.6,0.0,0.5,0.0,2
17,105,22680,2160,0.09947960602045522,0.8988984563655317,0.01816681678879179,0.043788493792386404,0.38467684010578274,0.0901142051850901,0.1095788450062711,700,0.05,10,0.9,0.6,0.5,1.0,0.0,1
48,105,22680,2160,0.09758630922308179,0.8585840813350682,0.022834220403441553,0.05187360818686075,0.13198716316617243,0.09794565969028377,0.1267722536742896,700,0.1,6,0.9,0.6,0.5,0.5,0.0,3
96,105,22680,2160,0.09331251706595409,0.9140442908876629,0.01628400935875741,0.03998066267717654,0.2341582111988929,0.10975218877208039,0.13357448446538364,700,0.05,10,0.9,0.8,0.5,0.5,0.0,2
14,105,22680,2160,0.09851832473799924,0.9339219537677441,0.014524928000342075,0.03507647774774518,0.2139496794935405,0.1096092068638906,0.1351046532046706,700,0.02,10,0.7,0.6,0.0,0.5,0.0,2
16,105,22680,2160,0.0978524132973297,0.8595827317766904,0.023186138453302425,0.0516639048676428,0.3239983902077904,0.09121294523543966,0.10837152782034633,350,0.02,10,0.9,0.8,0.5,0.5,0.0,1
5,105,22680,2160,0.09649981671542626,0.8215044510564792,0.028764037719747487,0.05880727653075999,0.2821608307033059,0.08445253857885683,0.10442546962164641,350,0.05,6,0.9,0.8,0.5,0.5,0.0,3
20,105,22680,2160,0.10177468448836587,0.8432480492438084,0.028803406461667316,0.055774578371017916,-0.12967901290122463,0.0834314348118948,0.10238336485609757,100,0.3,6,0.7,0.6,0.0,1.0,0.0,3
13,105,22680,2160,0.0993037617938923,0.9122087074771095,0.017015620777153816,0.041446349776112466,0.21588041304119254,0.07684311517363863,0.09471444861522821,350,0.1,10,0.9,0.8,0.5,1.0,0.0,3
23,105,22680,2160,0.08948175895116875,0.8785836205063448,0.021715171039962233,0.04677352779653684,0.19175066353836978,0.11616439424467727,0.15047874849174783,350,0.1,6,0.9,0.6,0.0,2.0,0.0,2
26,105,22680,2160,0.09672900092601781,0.7576101518750143,0.03847504790055574,0.068120943097676,0.2919495225531432,0.08565938161776027,0.1118338820371872,350,0.02,6,0.9,0.6,0.5,1.0,0.0,3
7,105,22680,2160,0.09929431849311873,0.7594881553684532,0.037668685160913734,0.06738112393975479,0.43237526082296684,0.09013982271768636,0.10747501598034837,350,0.02,6,0.7,0.8,0.5,1.0,0.0,3
42,105,22680,2160,0.09344790896209061,0.8587465219549894,0.023645865628882927,0.0522335071284652,0.18358383605675332,0.08854010204678628,0.11304157955727832,350,0.02,10,0.9,0.8,0.5,2.0,0.0,3
2,105,22680,2160,0.095846932179191,0.8488388048927695,0.026206825552752777,0.052711327827126925,0.34522165303430363,0.10323550076021809,0.1295677743428257,700,0.02,6,0.7,0.8,0.0,2.0,0.0,3
4,105,22680,2160,0.09171125020750728,0.843500782628762,0.025438398814211498,0.053095908901674635,0.03863453065388911,0.13934133106938726,0.16391178334207818,350,0.05,6,0.7,0.8,0.5,0.5,0.0,1
19,105,22680,2160,0.10139822771276166,0.7883563258231356,0.03385785495981473,0.06414373570335949,0.32740138004525055,0.07615235842589448,0.0928613846952418,100,0.1,6,0.9,0.8,0.5,1.0,0.0,2
45,105,22680,2160,0.09446912242437286,0.7573542100437665,0.03603730712599777,0.06536916758340867,-0.013682958534410705,0.13354632704613692,0.15420628976434195,350,0.02,6,0.9,0.6,0.5,2.0,0.0,3
95,105,22680,2160,0.09943346347220944,0.8848577349719484,0.02009923149149454,0.04725117342913941,0.22288151688785984,0.07591700511547968,0.10323601376001403,700,0.02,10,0.7,0.8,0.5,2.0,0.0,1
22,105,22680,2160,0.09648644196611679,0.9049127010845859,0.017673087698380722,0.0426555537540763,0.2555883924057901,0.09085975475388669,0.10886207930713869,700,0.05,10,0.7,0.8,0.5,2.0,0.0,1
6,105,22680,2160,0.09988332635481348,0.8378273691761197,0.027661784593901662,0.055872597197589066,0.3337604923434123,0.08150820898086929,0.10509003848195496,700,0.02,6,0.9,0.8,0.0,0.5,0.0,3
1,105,22680,2160,0.09640232030808901,0.8009406209785159,0.03202153554195596,0.06074863491717601,0.2373000198570009,0.10789899866651385,0.1344261556534883,100,0.1,6,0.7,0.8,0.5,0.5,0.0,1
27,105,22680,2160,0.09491046763948165,0.817783481032715,0.028441234450073228,0.05868758508762228,0.2367907347015199,0.09764298722480956,0.12278766220470758,700,0.02,6,0.9,0.8,0.5,0.5,0.0,1
0,5,1080,2160,0.11843300510938577,-0.00016793238569245972,0.1126650766392137,0.13639631028755073,-0.03069206993624385,0.11310880683041359,0.13744768278050065,100,0.3,6,0.7,0.8,0.0,1.0,10,3
2,5,1080,2160,0.13631422125559683,0.8277901730177769,0.03372756401558603,0.0641885625015035,-0.2709427286349788,0.15274874384606754,0.18051480830692657,100,0.1,10,0.9,0.8,0.5,2.0,0.0,3
57,10,2160,2160,0.09916524988379974,0.9838020572028545,0.00597014621165966,0.015202248664376672,-0.1821320560809101,0.11510315083605888,0.1441626992306401,100,0.1,6,0.7,0.6,0.0,2.0,0.0,3
1,5,1080,2160,0.10267839788683045,0.6962853425258013,0.04233099951023968,0.08424407502891816,-0.029390310890093252,0.12968259438361757,0.15616976230927224,100,0.05,10,0.9,0.6,0.5,2.0,0.0,1
51,10,2160,2160,0.11462138685517358,-2.9779858956580085e-07,0.1089240911715756,0.13753541333254152,-0.009826894840867961,0.12005203863657123,0.14036962266807085,700,0.02,6,0.7,0.8,0.5,2.0,10,1
62,10,2160,2160,0.06348844802691665,0.9288780034616642,0.014054347752559562,0.026978943786629163,-0.2158293406998204,0.1272727789342104,0.15951003296122138,350,0.1,10,0.7,0.6,0.5,1.0,0.0,3
52,10,2160,2160,0.11968048984216846,-5.900147887150098e-06,0.1102463483195319,0.13043602322439896,-0.05373161491916423,0.10792499032805397,0.1274476441797129,350,0.1,6,0.7,0.8,0.5,1.0,10,3
54,10,2160,2160,0.11169917105733618,0.8701271106291039,0.023173063770955193,0.050499231410257944,0.10921601858158203,0.09905080963116616,0.11861670836446611,700,0.1,6,0.7,0.6,0.5,0.5,0.0,3
82,10,2160,2160,0.10578328293576311,0.9568303705210592,0.014442215526781243,0.026263735066607192,0.02319176457581551,0.09488347473153771,0.10965771878532841,350,0.02,6,0.9,0.6,0.0,1.0,0.0,3
78,10,2160,2160,0.08372632867092622,0.9998724892213977,0.000901326954755246,0.001296167632645765,-0.17825682197760484,0.14245128569052404,0.16064773551177594,350,0.3,10,0.9,0.6,0.0,0.5,0.0,1
49,10,2160,2160,0.0710742027601343,0.9998808713284165,0.0008339924886399037,0.001254343284847414,-0.23399883641569774,0.10111459401220523,0.1328144770727911,350,0.3,10,0.9,0.8,0.0,1.0,0.0,1
47,10,2160,2160,0.0785333525345819,0.9383027167779346,0.01601696668638317,0.025595924372472836,-0.04511676357280625,0.1338890707903725,0.15598889185265244,100,0.05,10,0.7,0.6,0.5,0.5,0.0,2
71,10,2160,2160,0.08103389744607108,0.8742393693976415,0.02139851311532935,0.04382891561494134,0.15942900290788098,0.0731132361201656,0.097197413992582,350,0.02,6,0.9,0.8,0.5,2.0,0.0,2
63,10,2160,2160,0.11396880389475195,0.8635781722050915,0.02425333798272686,0.05347019452883759,-0.3319073753766739,0.13764136961833653,0.16463924053920156,100,0.3,10,0.9,0.6,0.5,0.5,0.0,2
57,15,3240,2160,0.08787085600000921,0.9803423658340944,0.006685496317376894,0.01529587255287219,-0.27791368822105245,0.124113473950158,0.14988931300666516,100,0.1,6,0.7,0.6,0.0,2.0,0.0,3
58,10,2160,2160,0.1086605536439226,-1.1786734364971352e-05,0.10091153804525468,0.12061949062330049,-0.05613108658045385,0.12529802159909487,0.15315919356878072,100,0.3,6,0.7,0.6,0.0,0.5,10,2
77,10,2160,2160,0.08435212739276844,0.9828248232188804,0.008602751056605832,0.0144399806976359,-0.07666465776178333,0.10897574037980766,0.13518113385773073,700,0.3,10,0.9,0.6,0.5,0.5,0.0,3
80,10,2160,2160,0.11765184434786069,0.8583745557327055,0.023224950653230905,0.051137964479499184,0.1448493125559145,0.11347186863112532,0.14252265400720077,700,0.1,10,0.7,0.6,0.5,2.0,0.0,2
64,10,2160,2160,0.07259963457881402,0.9698384578154562,0.011138950323182906,0.020040077266762355,-0.034943472035065426,0.13314898491901336,0.16878294263573884,700,0.3,10,0.7,0.6,0.5,2.0,0.0,3
50,10,2160,2160,0.13248737115293974,-5.695176317743744e-05,0.12479291927311603,0.14818405916410265,-0.049240390239486675,0.13573018054320596,0.16297231769055162,700,0.3,10,0.7,0.8,0.5,0.5,10,3
59,10,2160,2160,0.07980803998712419,0.9835108074264366,0.0074970752458473075,0.014693805532407084,-0.28873976725602524,0.13790234716326993,0.17731500269645106,350,0.05,6,0.9,0.6,0.0,1.0,0.0,2
56,10,2160,2160,0.07287721623764425,0.9509551141928326,0.014097012701168081,0.024883153262163737,-0.11243311784578403,0.11237089101366578,0.13189431677448488,100,0.1,6,0.7,0.6,0.5,1.0,0.0,3
81,10,2160,2160,0.1174674231592108,0.18748953414914327,0.10329536535421978,0.12411710802364642,-0.16207901128989444,0.132016899325255,0.15523395682708188,700,0.3,6,0.9,0.6,0.0,2.0,10,3
66,10,2160,2160,0.08610476085148458,0.7102438849360728,0.04005887118604749,0.07391889844647842,-0.5866846768094438,0.16034817668729814,0.19747498664274585,100,0.02,6,0.9,0.8,0.0,2.0,0.0,2
65,10,2160,2160,0.1265700340346227,-4.384056790485147e-06,0.12350470561660555,0.14482935804922786,-0.004772720829010257,0.11247772919220554,0.13388646596969728,350,0.3,10,0.9,0.8,0.5,1.0,10,3
68,10,2160,2160,0.08406187434710857,0.9997869384696675,0.0010182128485437046,0.001661600363495336,0.0978258611683065,0.09985442252380243,0.12379715107478921,350,0.3,10,0.9,0.6,0.0,2.0,0.0,2
53,10,2160,2160,0.1018735529254768,0.7543816396137646,0.03945054362432016,0.07283505281777823,-0.24596499569732022,0.13428906254958994,0.1637698642688835,100,0.05,6,0.7,0.8,0.5,1.0,0.0,1
43,10,2160,2160,0.12066963099880823,-1.7200625213042997e-05,0.11567000912735839,0.14256479902119004,-0.004489845060260844,0.11380608969767984,0.1321933650985157,700,0.3,6,0.7,0.6,0.5,0.5,10,2
79,10,2160,2160,0.11217570986871728,0.9143856231273494,0.018053787785538275,0.04146657478778584,-0.8271365162817423,0.16211899654638598,0.19223388422959425,350,0.3,6,0.7,0.8,0.5,0.5,0.0,1
55,10,2160,2160,0.10815881214592875,-5.397710278742807e-09,0.10663684901923338,0.12682507895214704,-0.022496503523407263,0.11259159685664702,0.138324866200454,700,0.1,6,0.7,0.8,0.5,0.5,10,2
48,10,2160,2160,0.10509364961116319,-1.168693038477997e-05,0.10235171784377228,0.11877084651289957,-0.02024696589524999,0.11673503039240847,0.1374402046006477,700,0.1,10,0.7,0.8,0.0,1.0,10,1
67,10,2160,2160,0.1129155058426741,0.9699559833694641,0.007769225657603673,0.022642242604730238,-0.6972099561189737,0.1663264363743915,0.19745037984284017,700,0.02,10,0.7,0.6,0.0,1.0,0.0,1
