n_train_catalysts,seed,mean_train_yield,test_mae
5.0,0.0,9.578159248814814,12.153869680821398
5.0,1.0,3.723664712814813,7.058101934605595
5.0,2.0,3.8529541320648133,8.794059897077185
5.0,3.0,10.343341206453701,10.318877477064985
5.0,4.0,12.451206370657406,13.94891657255721
5.0,5.0,10.283957596435181,11.132399877755615
5.0,6.0,11.693076239666665,11.45768187855
5.0,7.0,4.058950355129629,5.0402265333560985
5.0,8.0,2.5512302199351837,3.9811899457578876
5.0,9.0,5.618074983333331,6.612881708878086
5.0,10.0,5.016300828342591,7.16859764980739
5.0,11.0,6.3724799086203685,6.20477046934162
5.0,12.0,3.385825482129628,8.372851752948046
5.0,13.0,1.7564736467129616,10.512578047485295
5.0,14.0,11.983530517120366,14.520910693556726
5.0,15.0,12.5340997769537,11.313282257717653
5.0,16.0,20.88565138485185,17.097817875086285
5.0,17.0,14.133133547333331,14.503706876151234
5.0,18.0,21.933279059111108,20.18167003710874
5.0,19.0,8.087977156796294,8.936824207824966
5.0,20.0,5.584099626814813,7.942211231313821
5.0,21.0,9.462784063259258,10.598319875121708
5.0,22.0,13.097626775888886,10.485445402622942
5.0,23.0,9.92323992396296,9.728532428828188
5.0,24.0,5.97092297201112,7.466037691575189
5.0,25.0,5.292913631962962,9.157638779998834
5.0,26.0,8.089830297916665,7.759071808992746
5.0,27.0,12.46444158558333,14.145303185281447
5.0,28.0,4.588374813314813,5.200260889765191
5.0,29.0,4.384799720231695,11.042573017997979
5.0,30.0,5.7777697997037025,9.094968177676785
5.0,31.0,7.882869400277777,7.238778059253858
5.0,32.0,10.223639174675926,11.321630734026321
5.0,33.0,8.778097707173506,9.794517492011565
5.0,34.0,3.6390372208796284,11.377417815716917
5.0,35.0,15.031172111055556,12.449077602715896
5.0,36.0,10.356146149712961,12.564876790172061
5.0,37.0,10.762278418814814,9.50216105451574
5.0,38.0,10.161120128999999,9.755437675589814
5.0,39.0,9.837950097694442,11.19665987200764
5.0,40.0,8.218493714398148,10.72468839228198
5.0,41.0,11.457686688166666,11.453364417175463
5.0,42.0,2.816940176533826,9.397989010090546
5.0,43.0,4.12463189086111,6.147881865771321
5.0,44.0,14.513133693268516,12.055099293826045
5.0,45.0,11.998345737759257,12.643278586186943
5.0,46.0,10.557979909185185,8.672483290163623
5.0,47.0,7.603914521787037,8.145020293212424
5.0,48.0,4.232794320185183,8.372077360728053
5.0,49.0,2.178039172064813,10.274768424872754
5.0,50.0,8.003056960722219,8.592350355263477
5.0,51.0,11.44328376682407,10.098936258408417
