n_train_catalysts,seed,mean_train_yield,test_mae
5.0,0.0,2.610370370370371,27.177300754458162
5.0,1.0,6.786851851851852,22.87926474622771
5.0,2.0,12.769722222222223,18.117789866255144
5.0,3.0,10.870925925925926,19.13276474622771
5.0,4.0,8.294907407407406,25.723520661865567
5.0,5.0,14.20574074074074,16.772120884773663
5.0,6.0,7.9826851851851846,23.805805641289442
5.0,7.0,17.64435185185185,15.43324742798354
5.0,8.0,8.738611111111112,24.27141846707819
5.0,9.0,10.915833333333335,21.0332662037037
5.0,10.0,9.883844011142063,22.642131435056225
5.0,11.0,6.872592592592592,22.104778463648834
5.0,12.0,3.4159027128157153,26.634372423171534
5.0,13.0,12.689166666666667,15.793192901234569
5.0,14.0,6.356481481481481,22.107000171467764
5.0,15.0,6.798055555555555,27.254928240740735
5.0,16.0,13.997962962962962,18.093188100137176
5.0,17.0,13.82740740740741,15.31207613168724
5.0,18.0,5.1497222222222225,25.915978395061725
5.0,19.0,8.312407407407408,23.238557441700962
5.0,20.0,9.735185185185186,19.635836762688612
5.0,21.0,12.406481481481482,19.301792695473253
5.0,22.0,14.119537037037036,19.482886488340196
5.0,23.0,7.926944444444445,23.259185185185185
5.0,24.0,16.02296296296296,16.9185658436214
5.0,25.0,9.019537037037038,22.055495970507543
5.0,26.0,8.86787037037037,21.748660665294924
5.0,27.0,6.629351851851853,25.10104183813443
5.0,28.0,7.895925925925926,21.94619204389575
5.0,29.0,17.24194444444444,14.596007973251034
5.0,30.0,8.558518518518518,21.052655692729765
5.0,31.0,19.00324074074074,13.712081189986284
5.0,32.0,7.252777777777778,27.16355195473251
5.0,33.0,3.5220370370370366,24.832417009602192
5.0,34.0,6.2296296296296285,25.195579561042525
5.0,35.0,6.995092592592593,22.099436556927298
5.0,36.0,3.936666666666667,28.912438271604934
5.0,37.0,4.595740740740741,23.902695644718793
5.0,38.0,10.350326188257224,19.945937316626974
5.0,39.0,12.340222428174236,22.659331342463872
5.0,40.0,11.869907407407407,18.21241640946502
5.0,41.0,16.246666666666666,17.477293209876546
5.0,42.0,10.472397769516729,22.466795229244113
5.0,43.0,6.940185185185185,21.713949588477366
5.0,44.0,17.19564814814815,19.53894778806584
5.0,45.0,15.651203703703706,20.280917952674894
5.0,46.0,18.34648148148148,16.84055401234568
5.0,47.0,24.888333333333335,10.609188271604937
5.0,48.0,9.591666666666667,21.793672839506176
5.0,49.0,15.989444444444443,15.52643621399177
5.0,50.0,7.207407407407407,22.597422839506173
5.0,51.0,0.8864186046511626,27.192179026701123
5.0,52.0,11.744814814814816,20.678965020576133
5.0,53.0,16.25861111111111,14.81314609053498
5.0,54.0,10.095185185185185,21.879210905349794
5.0,55.0,1.4399074074074074,26.62895996227709
5.0,56.0,12.145032497678736,17.51948235840297
5.0,57.0,9.988055555555556,22.23450231481481
5.0,58.0,4.487685185185185,24.890257373113855
5.0,59.0,9.033240740740741,21.5107542866941
5.0,60.0,15.59675925925926,16.47360725308642
5.0,61.0,5.918981481481482,24.034789523319617
5.0,62.0,14.89962962962963,16.006574417009602
5.0,63.0,14.512685185185182,19.210784550754457
5.0,64.0,9.884722222222223,22.382458847736626
5.0,65.0,7.792685185185186,21.423821930727023
5.0,66.0,5.965648148148149,24.870306927297666
5.0,67.0,13.61675925925926,15.940480967078187
5.0,68.0,2.583888888888889,25.40462757201646
5.0,69.0,0.610185185185185,29.907940672153636
5.0,70.0,4.465740740740741,27.251945301783262
5.0,71.0,12.177685185185185,18.1780186042524
5.0,72.0,6.294074074074074,22.542024691358023
5.0,73.0,2.755,28.32673148148148
5.0,74.0,4.477407407407408,24.75821982167352
5.0,75.0,11.665925925925924,17.273590877914952
5.0,76.0,7.070555555555555,24.836989711934155
5.0,77.0,12.704444444444446,18.209202674897117
5.0,78.0,6.118240740740742,24.663112054183813
5.0,79.0,18.072685185185186,16.407866083676268
5.0,80.0,14.686944444444444,15.211600823045268
5.0,81.0,11.061944444444444,21.927349794238683
5.0,82.0,10.767962962962963,18.01402777777778
5.0,83.0,15.940185185185186,18.037287037037036
5.0,84.0,3.4424999999999994,27.718516203703704
5.0,85.0,3.1214814814814815,25.234080246913578
5.0,86.0,5.513333333333333,24.43038888888889
5.0,87.0,11.779758588672237,18.734662729117233
5.0,88.0,11.799537037037037,19.07914823388203
5.0,89.0,8.710555555555556,21.886004115226335
5.0,90.0,4.066666666666666,24.960246913580246
5.0,91.0,5.963611111111111,22.2315396090535
5.0,92.0,7.0575,18.657252314814816
5.0,93.0,12.862222222222222,19.103376543209876
5.0,94.0,2.6797222222222223,28.369551183127573
5.0,95.0,14.092984097287182,20.694835082978212
5.0,96.0,14.742870370370369,17.519024348422498
5.0,97.0,21.124351851851856,12.787352451989024
5.0,98.0,7.6439814814814815,23.20883530521262
5.0,99.0,4.583425925925926,28.079193930041153
10.0,0.0,6.40398148148148,24.377756258573392
10.0,1.0,10.90050925925926,20.114618912894375
10.0,2.0,7.005424200278164,22.563688894040077
10.0,3.0,6.81851851851852,22.12469993141289
10.0,4.0,8.402962962962961,25.639977709190678
10.0,5.0,8.423796296296295,20.54416675240055
10.0,6.0,6.006018518518518,25.509765517832648
10.0,7.0,14.352314814814815,17.998660836762692
10.0,8.0,5.809074074074074,26.482133916323733
10.0,9.0,8.59675925925926,23.048573388203017
10.0,10.0,11.37839592025962,21.388618966671817
10.0,11.0,10.590972222222222,19.671230709876546
10.0,12.0,8.929176361098184,21.645724389466245
10.0,13.0,12.884351851851854,15.644409979423866
10.0,14.0,7.414000927213722,21.227543677776058
10.0,15.0,5.7101388888888875,28.22498726851852
10.0,16.0,10.032685185185185,20.84146159122085
10.0,17.0,8.495324074074075,19.6016164266118
10.0,18.0,7.016435185185185,24.630020576131688
10.0,19.0,6.479044969865554,24.69675960267175
10.0,20.0,11.400787037037036,18.429900377229085
10.0,21.0,12.692175925925927,19.15039386145405
10.0,22.0,8.985055865921789,23.252545908338508
10.0,23.0,13.553888888888888,18.875687242798353
10.0,24.0,14.444444444444443,17.893786008230457
10.0,25.0,9.399907407407408,21.80043235596708
10.0,26.0,10.736342592592592,20.356522205075446
10.0,27.0,8.739166666666666,23.60867206790124
10.0,28.0,12.544444444444444,18.89115740740741
10.0,29.0,12.531944444444445,18.02465920781893
