model_type,feature_set,augmentation,n_train_catalysts,n_val_catalysts,n_test_catalysts,seed,r2,mae,mse,test_catalyst_0,test_catalyst_1,test_catalyst_2,test_catalyst_3,test_catalyst_4,test_catalyst_5,test_catalyst_6,test_catalyst_7,test_catalyst_8,test_catalyst_9,mae_test_catalyst_0,mae_test_catalyst_1,mae_test_catalyst_2,mae_test_catalyst_3,mae_test_catalyst_4,mae_test_catalyst_5,mae_test_catalyst_6,mae_test_catalyst_7,mae_test_catalyst_8,mae_test_catalyst_9
xgboost_old_script,base+descriptors,no,5,0,10,229,0.599999872665275,1.8131233547214696,6.029568074911266,Blank,CeO2,Hf-Na2WO4/SiO2,La-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MgWO4/SiO2,Mn-Na2WO4/TiO2,Mn-SrWO4/SiO2,Ni-Na2WO4/SiO2,ZrO2,1.2678245002879864,1.3505787486907237,1.851339835645976,1.1403121945151578,2.1188467322455518,2.001994626395128,2.846219440207437,2.6684164018653056,1.8453413633339932,1.0403597040274353
xgboost_old_script,all,yes,5,0,10,229,0.4113902253608863,2.2065166157370912,8.872653939869414,Blank,CeO2,Hf-Na2WO4/SiO2,La-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MgWO4/SiO2,Mn-Na2WO4/TiO2,Mn-SrWO4/SiO2,Ni-Na2WO4/SiO2,ZrO2,2.519116616337388,1.5001737963711774,1.7327325242868177,1.1582077404525546,2.958745970748089,2.1327389431054944,3.694124755282645,2.370387222253614,2.4244401123347106,1.574498476198426
xgboost_old_script,all,no,5,0,10,229,0.587916625458138,1.824010118852818,6.211709920932345,Blank,CeO2,Hf-Na2WO4/SiO2,La-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MgWO4/SiO2,Mn-Na2WO4/TiO2,Mn-SrWO4/SiO2,Ni-Na2WO4/SiO2,ZrO2,1.154435452885098,1.4009848477553437,1.721877366050526,1.1881457042832066,2.410037840786907,2.084743420721756,2.9444351362574985,2.357733399870081,1.9948095189476456,0.9828985009701164
xgboost_old_script,base+atom_numbers+support,yes,5,0,10,230,0.3948477593002356,1.8178305711012883,5.297885615775389,Al2O3,CeO2,La-Na2WO4/SiO2,MgO,Mn-Na2MoO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Ni-Na2WO4/SiO2,SiCnf,TiO2,1.3709019702231442,2.0347812809105275,1.9246051598788687,1.5396964173184502,2.8717104222735874,1.1580096963931013,1.5096112680766316,2.2759065545653856,1.713738346475142,1.7793445948980473
xgboost_old_script,base+atom_numbers+support,no,5,0,10,230,0.4205142571497799,1.733689434771047,5.073184853522251,Al2O3,CeO2,La-Na2WO4/SiO2,MgO,Mn-Na2MoO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Ni-Na2WO4/SiO2,SiCnf,TiO2,1.2410238858064015,1.6738209383134488,1.9830439356010825,1.0905716518561046,2.511557698956242,1.1714031145224968,1.517287478322784,2.360251213091391,2.011032915512721,1.7769015157277936
xgboost_old_script,base+descriptors,yes,5,0,10,230,0.4392391316194932,1.7464143632346834,4.90925545454063,Al2O3,CeO2,La-Na2WO4/SiO2,MgO,Mn-Na2MoO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Ni-Na2WO4/SiO2,SiCnf,TiO2,1.397339123410207,2.0831927311861955,1.3415222243136828,1.6352281747040924,2.597966209705229,1.0607922615166063,1.76278840177589,2.226271785856397,1.5383033689304637,1.8207393509480687
xgboost_old_script,base+descriptors,no,5,0,10,230,0.386751370060203,1.8113138350786435,5.368766530047287,Al2O3,CeO2,La-Na2WO4/SiO2,MgO,Mn-Na2MoO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Ni-Na2WO4/SiO2,SiCnf,TiO2,1.3490059690563767,2.0852930668106784,1.765076997798902,1.6193323330084484,2.519734390364201,1.19177431518005,1.5193320471793412,2.729248352398475,1.5518992178528397,1.7824416611371217
xgboost_old_script,all,yes,5,0,10,230,0.441821586632746,1.7430520042600457,4.886647009346279,Al2O3,CeO2,La-Na2WO4/SiO2,MgO,Mn-Na2MoO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Ni-Na2WO4/SiO2,SiCnf,TiO2,1.4269439658522605,2.109655142172619,1.4489083314052336,1.6444071723686324,2.633916985249078,0.9337403580987896,1.5939191623308042,2.273041996514356,1.5280236795544624,1.83796324905422
xgboost_old_script,all,no,5,0,10,230,0.3795879017759566,1.82291894988626,5.431480063980976,Al2O3,CeO2,La-Na2WO4/SiO2,MgO,Mn-Na2MoO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Ni-Na2WO4/SiO2,SiCnf,TiO2,1.3377199036269276,2.081242870031684,1.9180004534042543,1.6291163359582426,2.500852174655431,1.1881294424514526,1.527857810309916,2.7270746326122297,1.551729125650945,1.7674667501615156
xgboost_old_script,base+atom_numbers+support,yes,5,0,10,231,0.2980463941169995,2.045504657101576,9.433476408080764,CeO2,Mn-K2MoO4/SiO2,Mn-K2WO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/TiO2,Mn-WOx/SiO2,Nd-Na2WO4/SiO2,TiO2,V-Na2WO4/SiO2,ZSM-5,1.0251517987554823,1.839845947512874,3.056587228686721,0.6610163865266023,2.968641725646125,0.6669994239453916,1.6442337206668325,1.3124957351248572,5.593237755927775,1.686836848223099
xgboost_old_script,base+atom_numbers+support,no,5,0,10,231,0.2238889329758315,2.1579132524756366,10.430070277384106,CeO2,Mn-K2MoO4/SiO2,Mn-K2WO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/TiO2,Mn-WOx/SiO2,Nd-Na2WO4/SiO2,TiO2,V-Na2WO4/SiO2,ZSM-5,1.0279774888411717,2.208187695261505,3.355211983438995,0.6199424124812638,3.221478032585648,0.6744681306790423,1.754598188742443,1.329647806601392,5.697690708306101,1.6899300778188089
xgboost_old_script,base+descriptors,yes,5,0,10,231,0.2621984125696105,2.120675858931961,9.915233443546398,CeO2,Mn-K2MoO4/SiO2,Mn-K2WO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/TiO2,Mn-WOx/SiO2,Nd-Na2WO4/SiO2,TiO2,V-Na2WO4/SiO2,ZSM-5,1.0542066726778392,3.798489890051661,4.427663148591916,0.7890985214820615,3.062873746565095,0.5930923814354119,1.2534813739966464,1.273976226082003,3.291735074398694,1.6621415540382818
xgboost_old_script,base+descriptors,no,5,0,10,231,-0.2134596328697973,2.801248980596937,16.30754899312185,CeO2,Mn-K2MoO4/SiO2,Mn-K2WO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/TiO2,Mn-WOx/SiO2,Nd-Na2WO4/SiO2,TiO2,V-Na2WO4/SiO2,ZSM-5,1.0713648495767956,4.13988403081618,5.168904801736828,2.2908152360469103,5.105113280611458,0.9624173338545694,1.804261521972992,1.2736279230454457,4.529117179402598,1.6669836489055996
xgboost_old_script,all,yes,5,0,10,231,0.2562349047858928,2.1691119194670963,9.99537636113472,CeO2,Mn-K2MoO4/SiO2,Mn-K2WO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/TiO2,Mn-WOx/SiO2,Nd-Na2WO4/SiO2,TiO2,V-Na2WO4/SiO2,ZSM-5,1.048218574548761,3.471328480803856,3.899622322525139,0.7697818212155942,3.5147163052249835,0.661525858077738,1.5438027077361391,1.296044796122997,3.821162117112566,1.6649162113031857
xgboost_old_script,all,no,5,0,10,231,-0.2026242080075344,2.788203131160526,16.16193292397849,CeO2,Mn-K2MoO4/SiO2,Mn-K2WO4/SiO2,Mn-Na2WO4/MgO,Mn-Na2WO4/TiO2,Mn-WOx/SiO2,Nd-Na2WO4/SiO2,TiO2,V-Na2WO4/SiO2,ZSM-5,1.071631542596,4.026013840635618,5.022457942410751,2.17402559419473,4.997045404160464,0.8533748679138996,1.7777601062589223,1.2941659439244757,5.007583336973632,1.6579727325367708
xgboost_old_script,base+atom_numbers+support,yes,5,0,10,232,0.1531188359921931,2.614608638165174,14.708250095929358,CeO2,Co-Na2WO4/SiO2,Mn-BaWO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZSM-5,Na2WO4/SiO2,5.622793963452181,1.6790764511624972,1.4693022714610453,2.2310426974627706,4.903578728713371,3.487452423958867,1.6403725293278697,1.5789879207147492,2.386393030495555,1.147086364902832
xgboost_old_script,base+atom_numbers+support,no,5,0,10,232,0.2541999996885026,2.4437215929997187,12.952718034504043,CeO2,Co-Na2WO4/SiO2,Mn-BaWO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZSM-5,Na2WO4/SiO2,4.755335839015466,1.6983810299634934,1.0812947045928902,1.850711441017963,4.966950431355723,3.6193360588285657,1.6568613271360044,1.5550658781440168,2.0429018255295577,1.2103773944135066
xgboost_old_script,base+descriptors,yes,5,0,10,232,0.1588094844085228,2.643376216005672,14.609417480832242,CeO2,Co-Na2WO4/SiO2,Mn-BaWO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZSM-5,Na2WO4/SiO2,3.961157813458531,1.824600696541645,0.9037235417768912,4.734684630853159,5.069315803349018,3.5282999112760582,1.6935147797509476,1.6006156183503293,1.6987275650435023,1.4191217996566383
xgboost_old_script,base+descriptors,no,5,0,10,232,0.2843325806926909,2.494487790927291,12.429388958027657,CeO2,Co-Na2WO4/SiO2,Mn-BaWO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZSM-5,Na2WO4/SiO2,3.3577976388842967,1.9529441183805465,3.1049117758759746,1.6774461733191102,4.930359517203437,3.613451355254208,1.673354698066358,1.542691966648455,1.7039719311396282,1.3879487345008938
xgboost_old_script,all,yes,5,0,10,232,0.0961637968385954,2.7507558235117338,15.697419528072782,CeO2,Co-Na2WO4/SiO2,Mn-BaWO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZSM-5,Na2WO4/SiO2,5.003739493516861,1.80782541492471,1.0948609843653525,4.637504470538762,5.122836869712229,3.537485813222549,1.6487488314067875,1.5684352989660368,1.770362878364545,1.3157581800995048
xgboost_old_script,all,no,5,0,10,232,0.2976833529540722,2.3506722382552643,12.197518766860693,CeO2,Co-Na2WO4/SiO2,Mn-BaWO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZSM-5,Na2WO4/SiO2,4.395423255375138,1.8920495820597365,0.8361270358303079,1.7165050395219414,4.980776873705564,3.629958485817468,1.625294960130144,1.536926181945536,1.701842573174724,1.1918183949920864
xgboost_old_script,base+atom_numbers+support,yes,5,0,10,233,-0.1138950752861915,3.06642233122961,17.524190925866673,Blank,Ce-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MgWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/SiCnf,Na/SiO2,Nb2O5,Pd-Na2WO4/SiO2,Y-Na2WO4/SiO2,5.676276316526863,1.574280116977515,2.398585549957222,1.197017962369654,1.865947719602673,1.7399526993764771,6.599312715368138,5.225189292061109,2.3421534291020145,2.634322574977521
xgboost_old_script,base+atom_numbers+support,no,5,0,10,233,0.3419161610668213,2.443087642414464,10.353207491943811,Blank,Ce-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MgWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/SiCnf,Na/SiO2,Nb2O5,Pd-Na2WO4/SiO2,Y-Na2WO4/SiO2,3.0034857000134605,1.9535299970706304,1.793372687874017,1.359324918433472,1.4056697655386396,1.29610140895402,4.191905628329351,2.573009870306209,3.1643282445051053,3.9816178674388816
xgboost_old_script,base+descriptors,yes,5,0,10,233,-0.0123111264978594,3.055576753255169,15.92603634823483,Blank,Ce-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MgWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/SiCnf,Na/SiO2,Nb2O5,Pd-Na2WO4/SiO2,Y-Na2WO4/SiO2,4.85995674888431,1.819318757178607,2.172689752854683,1.6402827124407997,1.4348908934769808,1.5968920262654622,6.256903734929032,4.356299341476902,2.5986745950800403,4.353413466910521
xgboost_old_script,base+descriptors,no,5,0,10,233,0.1689067317490651,2.662322939756675,13.075052967883838,Blank,Ce-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MgWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/SiCnf,Na/SiO2,Nb2O5,Pd-Na2WO4/SiO2,Y-Na2WO4/SiO2,1.955472205546167,2.255320517177935,1.80916745322722,2.245417734108589,1.3912637089358435,1.588094720840454,6.41540762380759,1.5416228152977096,3.634201550836917,4.412775181796816
xgboost_old_script,all,yes,5,0,10,233,-0.0245983724706408,3.0840910813627715,16.11934364365023,Blank,Ce-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MgWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/SiCnf,Na/SiO2,Nb2O5,Pd-Na2WO4/SiO2,Y-Na2WO4/SiO2,4.926421822364683,1.7712501313068247,2.4369012128092624,1.980006657590469,1.3651231892793263,1.473575253961263,6.25966631699933,4.42146811866098,2.399477987024519,4.3362826629038205
xgboost_old_script,all,no,5,0,10,233,0.1602354652240388,2.68943847275667,13.211472396899262,Blank,Ce-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MgWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/SiCnf,Na/SiO2,Nb2O5,Pd-Na2WO4/SiO2,Y-Na2WO4/SiO2,1.9755939998891616,2.204790667383759,1.7810046402171806,2.89785915316255,1.3775142401236076,1.5589873426048844,6.198114675343037,1.5422325574027167,3.584201675830064,4.358865142707471
xgboost_old_script,base+atom_numbers+support,yes,5,0,10,234,0.3737802515733752,2.203129519164976,8.692286788412952,Co-Na2WO4/SiO2,Eu-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/SiO2,Mn-SrWO4/SiO2,Mn-WOx/SiO2,Mo-Na2WO4/SiO2,SiC,Y-Na2WO4/SiO2,1.687937017534342,1.4760898491409091,2.401449367746159,3.584487252765232,2.2110795624057453,3.763300106768255,1.0203382145861783,1.823554984750571,1.6242542068936203,2.4388046290587493
xgboost_old_script,base+atom_numbers+support,no,5,0,10,234,0.2774708932041629,2.4934753836649297,10.02911553815546,Co-Na2WO4/SiO2,Eu-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/SiO2,Mn-SrWO4/SiO2,Mn-WOx/SiO2,Mo-Na2WO4/SiO2,SiC,Y-Na2WO4/SiO2,2.070251720925034,1.861602404779858,2.807794866826799,3.8248002066766777,2.6170681275261773,3.43777324045146,1.5495436788598695,2.616931878063414,1.613079167328499,2.5359085452115093
xgboost_old_script,base+descriptors,yes,5,0,10,234,0.371906888689635,2.1997420761503834,8.718290132263336,Co-Na2WO4/SiO2,Eu-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/SiO2,Mn-SrWO4/SiO2,Mn-WOx/SiO2,Mo-Na2WO4/SiO2,SiC,Y-Na2WO4/SiO2,1.995066544432883,1.471423870380278,2.598936858342753,3.567148154074395,2.3184517538768272,3.159291935331292,0.8146238908654562,1.9163648587575663,1.6042092749807568,2.5519036204616232
xgboost_old_script,base+descriptors,no,5,0,10,234,0.2914304102291655,2.422171359984894,9.835349490831142,Co-Na2WO4/SiO2,Eu-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/SiO2,Mn-SrWO4/SiO2,Mn-WOx/SiO2,Mo-Na2WO4/SiO2,SiC,Y-Na2WO4/SiO2,2.241599013531512,1.3791054706220274,2.6717286714138813,4.06999632510874,2.376497415988533,3.3816015415942227,1.7505913049755273,2.3644874894177472,1.6160958408288382,2.370010526367912
xgboost_old_script,all,yes,5,0,10,234,0.368644652357824,2.2042877479554326,8.76357183064306,Co-Na2WO4/SiO2,Eu-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/SiO2,Mn-SrWO4/SiO2,Mn-WOx/SiO2,Mo-Na2WO4/SiO2,SiC,Y-Na2WO4/SiO2,1.999543745826792,1.4853372570265222,2.5966245061214326,3.603357231694239,2.3200021023441244,3.169096358263934,0.8165370313712844,1.8945173086281173,1.600321866257323,2.557540072020557
xgboost_old_script,all,no,5,0,10,234,0.252824895808754,2.5105225706250858,10.3712160197925,Co-Na2WO4/SiO2,Eu-Na2WO4/SiO2,Mn-K2WO4/SiO2,Mn-MoOx/SiO2,Mn-Na2WO4/SiO2,Mn-SrWO4/SiO2,Mn-WOx/SiO2,Mo-Na2WO4/SiO2,SiC,Y-Na2WO4/SiO2,2.2390877049347315,1.352151133429121,2.814348137853322,4.259832367267873,2.5652489682149,3.484514472804688,2.0173980422925064,2.383563851305732,1.6177153551909658,2.371365672957014
xgboost_old_script,base+atom_numbers+support,yes,5,0,10,235,0.0581856087476945,2.232096592128036,9.940247992934278,Mn-CaWO4/SiO2,Mn-Na2WO4/Al2O3,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-SrWO4/SiO2,Mo-Na2WO4/SiO2,SiCnf,TiO2,3.139812469427232,1.5993847529866076,1.1124655750835384,2.020654172091572,2.3654582094815044,1.8826068322636464,1.7035488208883476,1.368316328216482,3.886878741576715,3.2418400192647066
xgboost_old_script,base+atom_numbers+support,no,5,0,10,235,-0.1116202431107842,2.4806718173932145,11.73244005731797,Mn-CaWO4/SiO2,Mn-Na2WO4/Al2O3,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-SrWO4/SiO2,Mo-Na2WO4/SiO2,SiCnf,TiO2,3.694620418614812,2.078608295365616,1.4728616349123145,2.430072662940732,1.8438167453474468,1.4702722783221138,3.6660960127468463,1.7193860400385328,3.4789566762469435,2.952027409396789
xgboost_old_script,base+descriptors,yes,5,0,10,235,-0.5845301507867142,2.917069342580658,16.723701397425348,Mn-CaWO4/SiO2,Mn-Na2WO4/Al2O3,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-SrWO4/SiO2,Mo-Na2WO4/SiO2,SiCnf,TiO2,3.654836644254349,1.859223208449505,2.9320690765204254,3.888908676836226,1.0192602864018194,1.6000554313483062,3.3684875359910507,2.0011762390423704,6.0811752038642215,2.7655011230983115
xgboost_old_script,base+descriptors,no,5,0,10,235,-0.3941981698206025,2.7602742146242547,14.714869180204792,Mn-CaWO4/SiO2,Mn-Na2WO4/Al2O3,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-SrWO4/SiO2,Mo-Na2WO4/SiO2,SiCnf,TiO2,4.063844174080425,2.2299898926306656,2.8742938153611286,3.852212383901631,1.052534485194418,1.618061819319372,3.800033221653214,1.8694334494957217,4.601197006989408,1.641141897616563
xgboost_old_script,all,yes,5,0,10,235,-0.5275616645449475,2.8553214400570703,16.122435493777118,Mn-CaWO4/SiO2,Mn-Na2WO4/Al2O3,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-SrWO4/SiO2,Mo-Na2WO4/SiO2,SiCnf,TiO2,3.28512749761343,1.7420965815915002,2.55082530412409,3.539620379275746,1.1002400902686296,1.5095469159770896,3.200275793461888,1.9207950084132177,6.280095580739004,3.424591249106107
xgboost_old_script,all,no,5,0,10,235,-0.4897244464840042,2.8206241820774696,15.723087878809798,Mn-CaWO4/SiO2,Mn-Na2WO4/Al2O3,Mn-Na2WO4/MgO,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiC,Mn-Na2WO4/SiCnf,Mn-SrWO4/SiO2,Mo-Na2WO4/SiO2,SiCnf,TiO2,3.615767395463255,2.0383182937845032,2.7085523337125776,3.6893942308646666,1.0487815098188542,1.4963525715801451,3.5694332609905137,1.6370847591481823,5.479050502092751,2.923506963319249
xgboost_old_script,base+atom_numbers+support,yes,5,0,10,236,0.3111349935995962,2.2967072026374997,8.90775649765636,Eu-Na2WO4/SiO2,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZrO2,Mn-ZnMoO4/SiO2,SiC,SiCnf,Ti-Na2WO4/SiO2,V-Na2WO4/SiO2,ZSM-5,Zr-Na2WO4/SiO2,1.7743769456170224,3.5106097973621,1.6497925546765329,1.827108415776036,2.1371175334438752,1.7469617250259897,2.226290468772252,4.192297847933239,2.6699758119825963,1.2325409257853477
xgboost_old_script,base+atom_numbers+support,no,5,0,10,236,0.3339641167310734,2.278272381528022,8.612551678104223,Eu-Na2WO4/SiO2,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZrO2,Mn-ZnMoO4/SiO2,SiC,SiCnf,Ti-Na2WO4/SiO2,V-Na2WO4/SiO2,ZSM-5,Zr-Na2WO4/SiO2,2.079555452123836,2.538603793997145,1.797503048435405,1.924754066169262,2.13128753359533,1.740323618693208,2.2057563029174454,4.081508663164245,2.671666431537381,1.611764904646962
xgboost_old_script,base+descriptors,yes,5,0,10,236,0.3760126996004036,2.132215189172714,8.068818822187014,Eu-Na2WO4/SiO2,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZrO2,Mn-ZnMoO4/SiO2,SiC,SiCnf,Ti-Na2WO4/SiO2,V-Na2WO4/SiO2,ZSM-5,Zr-Na2WO4/SiO2,2.175490321748786,1.417535503032031,1.7731882235849346,0.9985273759067058,0.8976497341526879,3.540087876010824,2.118507962083375,4.087070282609374,2.639279853988577,1.6748147586098423
xgboost_old_script,base+descriptors,no,5,0,10,236,0.3565139016763319,2.1611603446914645,8.3209589981153,Eu-Na2WO4/SiO2,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZrO2,Mn-ZnMoO4/SiO2,SiC,SiCnf,Ti-Na2WO4/SiO2,V-Na2WO4/SiO2,ZSM-5,Zr-Na2WO4/SiO2,2.0399745168840444,1.3182419477458354,1.880782044077361,1.4677128857512167,0.8729469714230961,3.570311144888401,2.135891383411708,4.068743109073903,2.662919204842161,1.5940802388169146
xgboost_old_script,all,yes,5,0,10,236,0.3994782681964401,2.086623925190833,7.765384086512475,Eu-Na2WO4/SiO2,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZrO2,Mn-ZnMoO4/SiO2,SiC,SiCnf,Ti-Na2WO4/SiO2,V-Na2WO4/SiO2,ZSM-5,Zr-Na2WO4/SiO2,2.114643909048151,1.484901774768476,1.7976109165725884,0.9873632049836494,1.0006777965360218,2.9914372339734325,2.1075705728928247,4.116942009086962,2.641924146170969,1.6231676878752532
xgboost_old_script,all,no,5,0,10,236,0.3699672062697788,2.131376655393177,8.14699347469086,Eu-Na2WO4/SiO2,Mn-Na2WO4/SiCnf,Mn-Na2WO4/ZrO2,Mn-ZnMoO4/SiO2,SiC,SiCnf,Ti-Na2WO4/SiO2,V-Na2WO4/SiO2,ZSM-5,Zr-Na2WO4/SiO2,2.0380307901567885,1.3191745250313371,1.8744683884912063,1.3533474199308289,0.8570795008319395,3.380994078439695,2.146473423363986,4.074226023896976,2.678105065414199,1.591867338374809
xgboost_old_script,base+atom_numbers+support,yes,5,0,10,237,0.1993268655713413,2.207691243836518,9.65122185408526,Co-Na2WO4/SiO2,Mn-CaWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiO2,Mo-Na2WO4/SiO2,SiO2,WOx/SiO2,Zr-Na2WO4/SiO2,ZrO2,2.610790515343348,1.6553990111306862,3.4136347731064864,1.3402229098368574,3.88953395916356,1.653093365739893,2.2979198122962754,2.5268613040447234,1.712960992632089,0.9764957950712628
xgboost_old_script,base+atom_numbers+support,no,5,0,10,237,0.4144742006933194,1.8952903799859253,7.057860626773527,Co-Na2WO4/SiO2,Mn-CaWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiO2,Mo-Na2WO4/SiO2,SiO2,WOx/SiO2,Zr-Na2WO4/SiO2,ZrO2,1.967823476018729,2.2444303264220555,2.8821356195652927,1.6360874842935138,3.204068571571951,1.4814866401751834,1.9891442384212104,1.4053977733353773,1.1412823686114064,1.0010473014445354
xgboost_old_script,base+descriptors,yes,5,0,10,237,0.2830501083725782,2.0523122373626186,8.642031516763932,Co-Na2WO4/SiO2,Mn-CaWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiO2,Mo-Na2WO4/SiO2,SiO2,WOx/SiO2,Zr-Na2WO4/SiO2,ZrO2,2.4790998857992665,1.7082954813926308,3.333016331670461,1.4671970605960598,3.8185870130525696,1.6167313733807316,2.243648552237837,1.8083464707710124,1.0484191100796063,0.9997810946460124
xgboost_old_script,base+descriptors,no,5,0,10,237,0.4217833341888164,1.8812786168533,6.969757172451303,Co-Na2WO4/SiO2,Mn-CaWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiO2,Mo-Na2WO4/SiO2,SiO2,WOx/SiO2,Zr-Na2WO4/SiO2,ZrO2,1.9605410263935723,2.313271320506378,2.7037285428577,1.7120968048660845,3.135768780664161,1.4488236604575755,2.006238691925106,1.4371103114082855,1.1302048654026455,0.9650021640514886
xgboost_old_script,all,yes,5,0,10,237,0.2773279672797972,2.079187268996542,8.711005547229204,Co-Na2WO4/SiO2,Mn-CaWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiO2,Mo-Na2WO4/SiO2,SiO2,WOx/SiO2,Zr-Na2WO4/SiO2,ZrO2,2.4816380123076613,1.7089511914827205,3.1104811839593784,1.503072708580229,3.821905176639557,1.6186506642235647,2.708908881997621,1.7253478816261998,1.0509573855664995,1.0619596035819914
xgboost_old_script,all,no,5,0,10,237,0.420472001200259,1.876656886948204,6.98556382944146,Co-Na2WO4/SiO2,Mn-CaWO4/SiO2,Mn-Na2WO4/CeO2,Mn-Na2WO4/Nb2O5,Mn-Na2WO4/SiO2,Mo-Na2WO4/SiO2,SiO2,WOx/SiO2,Zr-Na2WO4/SiO2,ZrO2,1.9615025770774592,2.24766218614799,2.780387055344052,1.6450228951374688,3.1730317401554853,1.4351839441833674,2.066543757236666,1.417921981535576,1.1197390351361698,0.9195736975278016
