seed,n_train_catalysts,n_train_samples,n_test_samples,cv_mae_mean,train_r2,train_mae,train_rmse,test_r2,test_mae,test_rmse,hp_n_estimators,hp_learning_rate,hp_max_depth,hp_subsample,hp_colsample_bytree,hp_reg_alpha,hp_reg_lambda,hp_gamma,hp_min_child_weight,ranking_top_3_accuracy,ranking_spearman_corr
41,20,4320,2160,11.993282992574905,0.0576354476310863,10.56930135620965,0.1252591370666258,-0.3602913672194259,14.954272177660908,0.1700504391523414,100,0.02,10,0.7,0.6,0.5,1.0,10.0,1,0.0,0.1507946222113219
22,20,4320,2160,11.99557782155496,0.0961716587185345,10.952930673846492,0.1311300630777072,-0.905617356679996,17.462758442914048,0.1933178907181915,100,0.3,6,0.7,0.8,0.0,2.0,10.0,3,0.0,0.1740776559556978
38,20,4320,2160,11.213015238951757,0.8122739149484707,3.559484714258924,0.066105658935514,-1.1949506895995097,15.091441996539078,0.1755642485759362,100,0.1,10,0.9,0.6,0.5,1.0,0.0,3,0.6666666666666666,0.6443798763008685
44,20,4319,2160,11.330176712326994,0.938919726699174,1.5657477820851256,0.0342526793621722,-0.3240430742020823,16.825317669245933,0.1921892241052491,700,0.3,10,0.7,0.8,0.5,0.5,0.0,1,0.3333333333333333,0.5393939393939393
27,20,4320,2160,10.48925950138657,0.0239027376966709,10.03965680440267,0.1233804687049853,-0.6909049638934512,17.434171025311507,0.1913399463431034,350,0.02,10,0.7,0.6,0.0,0.5,10.0,1,0.6666666666666666,0.2901294265928297
33,20,4320,2160,9.537172738004614,-3.5314484823079084e-05,9.391817796495223,0.1147838514234531,-0.671834633349903,17.368089463975693,0.1982829138667354,700,0.3,6,0.7,0.8,0.5,1.0,10.0,3,0.0,0.0
40,20,4320,2160,12.569034438309846,-5.527690014606179e-07,12.06720239709925,0.1400048510846951,-0.4494557945824808,13.017278012876158,0.1590669676676745,100,0.05,6,0.7,0.6,0.5,2.0,10.0,2,0.0,0.0
48,20,4320,2160,10.654254323420702,0.8659110132525512,3.0587864243321947,0.050313873177142,-0.5631449277086849,18.002474878408293,0.1995960213564358,100,0.02,10,0.7,0.8,0.0,0.5,0.0,2,0.3333333333333333,0.2848484848484848
54,20,4320,2160,9.106896953582762,0.8214458296513977,3.2145159356792767,0.0468551041650056,-0.2891988170921258,14.35417345373719,0.1684448921018022,100,0.02,6,0.7,0.8,0.0,2.0,0.0,2,0.3333333333333333,-0.1757575757575757
36,20,4320,2160,8.373733959496022,0.8559399771335165,2.510032189443028,0.0414507803929596,-1.377217855120553,22.43954885630696,0.2445985310790203,350,0.02,6,0.9,0.8,0.5,2.0,0.0,3,0.3333333333333333,0.103030303030303
50,20,4320,2160,11.265842612043231,0.8861814325990826,2.1216379847740097,0.046038627851965,-0.9352339804186982,16.194029657719827,0.1877635789735703,700,0.3,6,0.9,0.6,0.5,0.5,0.0,1,0.3333333333333333,0.2242424242424242
62,20,4320,2160,13.075470097506487,0.0284249070489237,12.340657777786252,0.1469486260453674,-1.6724656738194428,13.227254080949006,0.1511655764449226,100,0.05,10,0.7,0.8,0.5,2.0,10.0,2,0.3333333333333333,0.1740776559556978
53,20,4320,2160,11.548442066687125,0.0953114697039709,10.360618380617211,0.1264628782092821,-0.1482421114982834,12.466847155535664,0.1527950122038021,350,0.3,6,0.7,0.6,0.0,2.0,10.0,1,0.6666666666666666,0.4061811972299616
52,20,4320,2160,12.44895534515381,-3.259569503200055e-07,12.211829528278772,0.1473585305377055,-0.9212786541374084,15.159926332544398,0.1716333877450159,100,0.02,6,0.7,0.8,0.5,2.0,10.0,2,0.0,0.0
